Protein_id,locus_tag,note,length,panortholog
YP_003044256.1,ECB_01038,b1041,456,FALSE
YP_003044257.1,ECB_01039,b1042,456,FALSE
YP_003044258.1,ECB_01040,b1043,333,FALSE
YP_003044259.1,ECB_01041,b1044,312,FALSE
YP_003044260.1,ECB_01042,b1045,534,TRUE
YP_003044261.1,ECB_01043,b1046,1422,TRUE
YP_003044262.1,ECB_01044,b1047,1158,TRUE
YP_003044263.1,ECB_01045,b1048,1536,TRUE
YP_003044264.1,ECB_01046,b1049,2544,FALSE
YP_003044265.1,ECB_01047,b1050,228,FALSE
YP_003044266.1,ECB_01048,b1051,375,TRUE
YP_003044267.1,ECB_01049,b1053,1227,FALSE
YP_003044268.1,ECB_01050,b1054,921,TRUE
YP_003044269.1,ECB_01051,b1055,1053,TRUE
YP_003044270.1,ECB_01052,b1056,576,TRUE
YP_003044271.1,ECB_01053,b1057,567,TRUE
YP_003044272.1,ECB_01054,b1058,141,FALSE
YP_003044273.1,ECB_01055,b1059,1119,TRUE
YP_003044274.1,ECB_01056,b1060,255,TRUE
YP_003044275.1,ECB_01057,b1061,246,TRUE
YP_003044276.1,ECB_01058,b1062,1047,TRUE
YP_003044277.1,ECB_01059,b1063,561,TRUE
YP_003044278.1,ECB_01060,b1064,648,TRUE
YP_003044279.1,ECB_01061,b1065,1209,TRUE
YP_003044280.1,ECB_01062,b1066,585,TRUE
YP_003044281.1,ECB_01063,b1067,648,TRUE
YP_003044282.1,ECB_01064,b1068,924,FALSE
YP_003044283.1,ECB_01065,b1069,1536,TRUE
YP_003044284.1,ECB_01066,b1070,417,FALSE
YP_003044285.1,ECB_01067,b1071,294,FALSE
YP_003044286.1,ECB_01068,b1072,660,FALSE
YP_003044287.1,ECB_01069,b1073,417,FALSE
YP_003044288.1,ECB_01070,b1074,405,FALSE
YP_003044289.1,ECB_01071,b1075,696,FALSE
YP_003044290.1,ECB_01072,b1076,1206,FALSE
YP_003044291.1,ECB_01073,b1077,756,FALSE
YP_003044292.1,ECB_01074,b1078,783,FALSE
YP_003044293.1,ECB_01075,b1079,699,FALSE
YP_003044294.1,ECB_01076,b1080,1098,FALSE
YP_003044295.1,ECB_01077,b1081,942,FALSE
YP_003044296.1,ECB_01078,b1082,1644,FALSE
YP_003044297.1,ECB_01079,b1083,954,FALSE
YP_003044298.1,ECB_01080,b1084,3186,TRUE
YP_003044299.1,ECB_01081,b1085,321,FALSE
YP_003044300.1,ECB_01082,b1086,960,TRUE
YP_003044301.1,ECB_01083,b1087,585,TRUE
YP_003044302.1,ECB_01084,b1088,522,FALSE
YP_003044303.1,ECB_01085,b1089,174,FALSE
YP_003044304.1,ECB_01086,b1090,1071,FALSE
YP_003044305.1,ECB_01087,b1091,954,TRUE
YP_003044306.1,ECB_01088,b1092,930,TRUE
YP_003044307.1,ECB_01089,b1093,735,FALSE
YP_003044308.1,ECB_01090,b1094,237,FALSE
YP_003044309.1,ECB_01091,b1095,1242,TRUE
YP_003044310.1,ECB_01092,b1096,810,TRUE
YP_003044311.1,ECB_01093,b1097,1023,TRUE
YP_003044312.1,ECB_01094,b1098,642,TRUE
YP_003044313.1,ECB_01095,b1099,1005,TRUE
YP_003044314.1,ECB_01096,b1100,798,TRUE
YP_003044315.1,ECB_01097,b1101,1434,TRUE
YP_003044316.1,ECB_01098,b1102,2190,FALSE
YP_003044317.1,ECB_01099,b1103,360,TRUE
YP_003044318.1,ECB_01100,b1104,378,FALSE
YP_003044319.1,ECB_01101,b1105,642,TRUE
YP_003044320.1,ECB_01102,b1106,825,TRUE
YP_003044321.1,ECB_01103,b1107,1026,TRUE
YP_003044322.1,ECB_01104,b1108,543,FALSE
YP_003044323.1,ECB_01105,b1109,1305,TRUE
YP_003044324.1,ECB_01106,b1110,540,TRUE
YP_003044325.1,ECB_01107,b1111,633,TRUE
YP_003044326.1,ECB_01108,b1112,258,TRUE
YP_003044327.1,ECB_01109,b1113,963,TRUE
YP_003044328.1,ECB_01110,b1114,3447,TRUE
YP_003044329.1,ECB_01111,b1115,1074,TRUE
YP_003044330.1,ECB_01112,b1116,1200,FALSE
YP_003044331.1,ECB_01113,b1117,702,TRUE
YP_003044332.1,ECB_01114,b1118,1245,FALSE
YP_003044333.1,ECB_01116,NA,276,FALSE
YP_003044334.1,ECB_01117,NA,504,FALSE
YP_003044335.1,ECB_01118,b1120,840,FALSE
YP_003044336.1,ECB_01119,b1121,789,FALSE
YP_003044337.1,ECB_01120,b1122,408,FALSE
YP_003044338.1,ECB_01121,b1123,1047,TRUE
YP_003044339.1,ECB_01122,b1124,795,TRUE
YP_003044340.1,ECB_01123,b1125,828,TRUE
YP_003044341.1,ECB_01124,b1126,1137,FALSE
YP_003044342.1,ECB_01125,b1127,1227,FALSE
YP_003044343.1,ECB_01126,b1128,1122,TRUE
YP_003044344.1,ECB_01127,b1129,1461,TRUE
YP_003044345.1,ECB_01128,b1130,672,TRUE
YP_003044346.1,ECB_01129,b1131,1371,TRUE
YP_003044347.1,ECB_01130,b1132,642,TRUE
YP_003044348.1,ECB_01131,b1133,1107,TRUE
YP_003044349.1,ECB_01132,b1134,462,TRUE
YP_003044350.1,ECB_01133,b1135,654,TRUE
YP_003044351.1,ECB_01134,b1136,1251,TRUE
YP_003044352.1,ECB_01135,b1160,324,FALSE
YP_003044353.1,ECB_01136,b1161,405,FALSE
YP_003044354.1,ECB_01137,b1162,732,FALSE
YP_003044355.1,ECB_01138,b1163,1212,FALSE
YP_003044356.1,ECB_01139,b1164,237,FALSE
YP_003044357.1,ECB_01140,b1165,273,FALSE
YP_003044358.1,ECB_01141,b1166,267,FALSE
YP_003044359.1,ECB_01142,b1167,249,FALSE
YP_003044360.1,ECB_01143,b1168,1524,FALSE
YP_003044361.1,ECB_01144,b4520,219,FALSE
YP_003044362.1,ECB_01146,b1171,330,FALSE
YP_003044363.1,ECB_01147,b1172,276,FALSE
YP_003044364.1,ECB_01148,b1173,213,FALSE
YP_003044365.1,ECB_01149,b1174,267,TRUE
YP_003044366.1,ECB_01150,b1175,813,TRUE
YP_003044367.1,ECB_01151,b1176,696,TRUE
YP_003044368.1,ECB_01152,b1177,369,TRUE
YP_003044369.1,ECB_01153,b1178,402,FALSE
YP_003044370.1,ECB_01154,b1179,327,TRUE
YP_003044371.1,ECB_01155,b1180,660,TRUE
YP_003044372.1,ECB_01156,b1181,447,TRUE
YP_003044373.1,ECB_01158,b1183,420,TRUE
YP_003044374.1,ECB_01159,b1184,1269,FALSE
YP_003044375.1,ECB_01160,b1185,531,TRUE
YP_003044376.1,ECB_01161,b1186,1542,TRUE
YP_003044377.1,ECB_01162,b1187,720,TRUE
YP_003044378.1,ECB_01163,b1188,1533,TRUE
YP_003044379.1,ECB_01164,b1189,1299,TRUE
YP_003044380.1,ECB_01165,b1190,1071,TRUE
YP_003044381.1,ECB_01166,b1191,1737,TRUE
YP_003044382.1,ECB_01167,b1192,915,TRUE
YP_003044383.1,ECB_01168,b1193,612,FALSE
YP_003044384.1,ECB_01169,b1194,735,FALSE
YP_003044385.1,ECB_01170,b1195,255,FALSE
YP_003044386.1,ECB_01171,b1196,441,FALSE
YP_003044387.1,ECB_01172,b1197,1698,FALSE
YP_003044388.1,ECB_01173,b1198,1419,FALSE
YP_003044389.1,ECB_01174,b1199,633,FALSE
YP_003044390.1,ECB_01175,b1200,1071,FALSE
YP_003044391.1,ECB_01176,b1201,1920,FALSE
YP_003044392.1,ECB_01177,b1202,2868,FALSE
YP_003044393.1,ECB_01178,b1203,1092,TRUE
YP_003044394.1,ECB_01179,b1204,585,TRUE
YP_003044395.1,ECB_01180,b1205,279,TRUE
YP_003044396.1,ECB_01181,b1206,1680,TRUE
YP_003044397.1,ECB_01182,b1207,948,TRUE
YP_003044398.1,ECB_01183,b1208,852,TRUE
YP_003044399.1,ECB_01184,b1209,624,TRUE
YP_003044400.1,ECB_01185,b1210,1257,TRUE
YP_003044401.1,ECB_01186,b1211,1083,TRUE
YP_003044402.1,ECB_01187,b1212,834,TRUE
YP_003044403.1,ECB_01188,b1213,393,TRUE
YP_003044404.1,ECB_01189,b1214,810,TRUE
YP_003044405.1,ECB_01190,b1215,855,TRUE
YP_003044406.1,ECB_01191,b4419,108,FALSE
YP_003044407.1,ECB_01192,b4421,108,FALSE
YP_003044408.1,ECB_01193,b4423,108,FALSE
YP_003044409.1,ECB_01194,b1216,1101,TRUE
YP_003044410.1,ECB_01195,b1217,231,FALSE
YP_003044411.1,ECB_01196,b1218,717,FALSE
YP_003044412.1,ECB_01197,b1219,354,TRUE
YP_003044413.1,ECB_01198,b1220,1254,TRUE
YP_003044414.1,ECB_01199,b1221,651,FALSE
YP_003044415.1,ECB_01200,b1222,1797,TRUE
YP_003044416.1,ECB_01201,b1223,1392,FALSE
YP_003044417.1,ECB_01202,b1224,3744,FALSE
YP_003044418.1,ECB_01203,b1225,1539,FALSE
YP_003044419.1,ECB_01204,b1226,711,TRUE
YP_003044420.1,ECB_01205,b1227,678,TRUE
YP_003044421.1,ECB_01208,b1232,843,TRUE
YP_003044422.1,ECB_01209,b1233,459,FALSE
YP_003044423.1,ECB_01210,b1234,945,TRUE
YP_003044424.1,ECB_01211,b1235,1014,FALSE
YP_003044425.1,ECB_01212,b1236,909,TRUE
YP_003044426.1,ECB_01213,b1237,414,TRUE
YP_003044427.1,ECB_01214,b1238,618,TRUE
YP_003044428.1,ECB_01215,b1241,2676,FALSE
YP_003044429.1,ECB_01216,b1242,648,TRUE
YP_003044430.1,ECB_01217,b1243,1632,FALSE
YP_003044431.1,ECB_01218,b1244,921,FALSE
YP_003044432.1,ECB_01219,b1245,909,TRUE
YP_003044433.1,ECB_01220,b1246,1014,TRUE
YP_003044434.1,ECB_01221,b1247,1005,TRUE
YP_003044435.1,ECB_01222,b1248,330,TRUE
YP_003044436.1,ECB_01223,b1249,1461,TRUE
YP_003044437.1,ECB_01224,b1250,1254,TRUE
YP_003044438.1,ECB_01225,b1251,297,FALSE
YP_003044439.1,ECB_01226,b1252,720,TRUE
YP_003044440.1,ECB_01227,b1253,399,TRUE
YP_003044441.1,ECB_01228,b1254,540,TRUE
YP_003044442.1,ECB_01229,b1255,744,FALSE
YP_003044443.1,ECB_01230,b1256,639,TRUE
YP_003044444.1,ECB_01231,b1257,507,FALSE
YP_003044445.1,ECB_01232,b1258,501,FALSE
YP_003044446.1,ECB_01233,b1259,180,FALSE
YP_003044447.1,ECB_01234,b1260,807,TRUE
YP_003044448.1,ECB_01235,b1261,1194,FALSE
YP_003044449.1,ECB_01236,b1262,1359,FALSE
YP_003044450.1,ECB_01237,b1263,1596,TRUE
YP_003044451.1,ECB_01238,b1264,1563,TRUE
YP_003044453.1,ECB_01240,b1266,882,TRUE
YP_003044454.1,ECB_01241,b1267,621,TRUE
YP_003044455.1,ECB_01243,NA,276,FALSE
YP_003044456.1,ECB_01244,NA,504,FALSE
YP_003044457.1,ECB_01245,b1269,876,TRUE
YP_003044458.1,ECB_01246,b1270,591,TRUE
YP_003044459.1,ECB_01247,b1271,759,TRUE
YP_003044460.1,ECB_01248,b1272,1050,TRUE
YP_003044461.1,ECB_01249,b1273,252,TRUE
YP_003044462.1,ECB_01250,b1274,2598,TRUE
YP_003044463.1,ECB_01251,b1275,975,TRUE
YP_003044464.1,ECB_01253,b1276,2676,FALSE
YP_003044465.1,ECB_01254,b1277,591,TRUE
YP_003044466.1,ECB_01255,b1278,765,TRUE
YP_003044467.1,ECB_01256,b1279,309,FALSE
YP_003044468.1,ECB_01257,b1280,1170,TRUE
YP_003044469.1,ECB_01258,b1281,738,FALSE
YP_003044470.1,ECB_01259,b1282,327,TRUE
YP_003044471.1,ECB_01260,b1283,219,FALSE
YP_003044472.1,ECB_01261,b1284,750,FALSE
YP_003044473.1,ECB_01262,b1285,1986,FALSE
YP_003044474.1,ECB_01263,b1286,1935,TRUE
YP_003044475.1,ECB_01264,b1287,1128,TRUE
YP_003044476.1,ECB_01265,b1288,789,TRUE
YP_003044477.1,ECB_01266,b1289,354,FALSE
YP_003044478.1,ECB_01267,b1290,807,TRUE
YP_003044479.1,ECB_01268,b1291,993,TRUE
YP_003044480.1,ECB_01269,b1292,891,TRUE
YP_003044481.1,ECB_01270,b1293,966,TRUE
YP_003044482.1,ECB_01271,b1294,1644,TRUE
YP_003044483.1,ECB_01272,b1295,246,FALSE
YP_003044484.1,ECB_01273,b1296,1386,FALSE
YP_003044485.1,ECB_01274,b1297,1419,FALSE
YP_003044486.1,ECB_01275,b1298,765,FALSE
YP_003044487.1,ECB_01276,b1299,558,FALSE
YP_003044488.1,ECB_01277,b1300,1488,FALSE
YP_003044489.1,ECB_01278,b1301,1281,FALSE
YP_003044490.1,ECB_01279,b1302,1266,FALSE
YP_003044491.1,ECB_01280,b1303,978,TRUE
YP_003044492.1,ECB_01281,b1304,669,TRUE
YP_003044493.1,ECB_01282,b1305,225,FALSE
YP_003044494.1,ECB_01283,b1306,360,TRUE
YP_003044495.1,ECB_01284,b1307,222,FALSE
YP_003044496.1,ECB_01285,b1308,315,TRUE
YP_003044497.1,ECB_01286,b1309,1680,FALSE
YP_003044498.1,ECB_01287,b1310,1293,FALSE
YP_003044499.1,ECB_01288,b1311,882,FALSE
YP_003044500.1,ECB_01289,b1312,843,FALSE
YP_003044501.1,ECB_01290,b1313,1053,FALSE
YP_003044502.1,ECB_01291,b1314,789,FALSE
YP_003044503.1,ECB_01292,b1315,1056,FALSE
YP_003044504.1,ECB_01293,b1316,2268,FALSE
YP_003044505.1,ECB_01294,b1317,660,FALSE
YP_003044506.1,ECB_01295,b1318,1083,FALSE
YP_003044507.1,ECB_01296,b1319,906,FALSE
YP_003044508.1,ECB_01297,b1320,999,FALSE
YP_003044509.1,ECB_01298,b1321,1398,TRUE
YP_003044510.1,ECB_01299,b1322,1062,TRUE
YP_003044511.1,ECB_01300,b1323,1542,TRUE
YP_003044512.1,ECB_01301,b1324,507,TRUE
YP_003044513.1,ECB_01302,b1325,966,FALSE
YP_003044514.1,ECB_01303,b1326,789,FALSE
YP_003044515.1,ECB_01305,b1327,933,FALSE
YP_003044516.1,ECB_01306,b1328,900,FALSE
YP_003044517.1,ECB_01307,b1329,1614,FALSE
YP_003044518.1,ECB_01308,b1330,1032,FALSE
YP_003044519.1,ECB_01309,b1332,258,FALSE
YP_003044520.1,ECB_01310,b1333,951,FALSE
YP_003044521.1,ECB_01311,b1334,753,FALSE
YP_003044522.1,ECB_01312,b1335,516,FALSE
YP_003044523.1,ECB_01313,b1336,1527,FALSE
YP_003044524.1,ECB_01314,b1337,1446,FALSE
YP_003044525.1,ECB_01315,b1338,1311,FALSE
YP_003044526.1,ECB_01316,b1339,909,FALSE
YP_003044527.1,ECB_01317,b1340,564,FALSE
YP_003044528.1,ECB_01318,b1341,1233,FALSE
YP_003044529.1,ECB_01319,b1342,984,FALSE
YP_003044530.1,ECB_01320,b1343,1374,FALSE
YP_003044531.1,ECB_01321,b1344,936,FALSE
YP_003044532.1,ECB_01322,b1345,1236,FALSE
YP_003044533.1,ECB_01323,b1346,216,FALSE
YP_003044534.1,ECB_01324,b1347,210,FALSE
YP_003044535.1,ECB_01325,b1348,195,FALSE
YP_003044536.1,ECB_01326,b1349,810,FALSE
YP_003044537.1,ECB_01327,b1350,2601,FALSE
YP_003044538.1,ECB_01328,b1351,276,FALSE
YP_003044539.1,ECB_01329,b4526,171,FALSE
YP_003044540.1,ECB_01330,b1352,222,FALSE
YP_003044541.1,ECB_01331,b1353,489,FALSE
YP_003044542.1,ECB_01332,b4527,156,FALSE
YP_003044543.1,ECB_01333,b1355,135,FALSE
YP_003044544.1,ECB_01334,NA,138,FALSE
YP_003044545.1,ECB_01335,NA,345,FALSE
YP_003044546.1,ECB_01336,NA,273,FALSE
YP_003044547.1,ECB_01337,b1554,534,FALSE
YP_003044548.1,ECB_01338,b1362,300,FALSE
YP_003044549.1,ECB_01339,b1363,1458,FALSE
YP_003044550.1,ECB_01340,b1365,432,FALSE
YP_003044551.1,ECB_01341,NA,837,FALSE
YP_003044552.1,ECB_01342,NA,2226,FALSE
YP_003044553.1,ECB_01343,NA,279,FALSE
YP_003044554.1,ECB_01344,NA,294,FALSE
YP_003044555.1,ECB_01345,b1374,591,FALSE
YP_003044556.1,ECB_01346,b1375,267,FALSE
YP_003044557.1,ECB_01347,b1376,435,FALSE
YP_003044558.1,ECB_01348,b1377,1134,FALSE
YP_003044559.1,ECB_01349,b1378,3525,FALSE
YP_003044560.1,ECB_01350,b4529,267,FALSE
YP_003044561.1,ECB_01351,b1379,423,FALSE
YP_003044562.1,ECB_01352,b1380,990,FALSE
YP_003044563.1,ECB_01353,b1381,2640,FALSE
YP_003044564.1,ECB_01354,b1382,186,FALSE
YP_003044565.1,ECB_01355,b1383,327,FALSE
YP_003044566.1,ECB_01356,b1384,906,FALSE
YP_003044567.1,ECB_01357,b1385,1500,FALSE
YP_003044568.1,ECB_01358,b1386,1719,FALSE
YP_003044569.1,ECB_01359,NA,309,FALSE
YP_003044570.1,ECB_01360,NA,867,FALSE
YP_003044571.1,ECB_01361,b1406,534,FALSE
YP_003044572.1,ECB_01362,b1407,2307,FALSE
YP_003044573.1,ECB_01363,b1408,606,FALSE
YP_003044574.1,ECB_01364,b1409,897,FALSE
YP_003044575.1,ECB_01365,b1410,1758,FALSE
YP_003044576.1,ECB_01366,b1411,1293,FALSE
YP_003044577.1,ECB_01367,b1412,606,FALSE
YP_003044578.1,ECB_01368,b1413,3846,FALSE
YP_003044579.1,ECB_01369,b1414,801,FALSE
YP_003044580.1,ECB_01370,b1415,1440,FALSE
YP_003044581.1,ECB_01371,b1416-b1417(b4493),1002,FALSE
YP_003044582.1,ECB_01372,NA,276,FALSE
YP_003044583.1,ECB_01373,NA,504,FALSE
YP_003044584.1,ECB_01374,b1418,531,FALSE
YP_003044585.1,ECB_01375,b1419,174,FALSE
YP_003044586.1,ECB_01376,b4428,150,FALSE
YP_003044587.1,ECB_01377,b1420,168,FALSE
YP_003044588.1,ECB_01378,b1421,1641,FALSE
YP_003044589.1,ECB_01379,b1422,924,FALSE
YP_003044590.1,ECB_01380,b1423,1344,FALSE
YP_003044591.1,ECB_01381,b1424,1626,FALSE
YP_003044592.1,ECB_01382,b1425,204,FALSE
YP_003044593.1,ECB_01383,b1426,225,FALSE
YP_003044594.1,ECB_01384,b1427,540,FALSE
YP_003044595.1,ECB_01385,b1428,981,FALSE
YP_003044596.1,ECB_01386,b1429,993,FALSE
YP_003044597.1,ECB_01387,b1430,594,FALSE
YP_003044598.1,ECB_01388,b1431,669,FALSE
YP_003044599.1,ECB_01390,b1432,1209,FALSE
YP_003044600.1,ECB_01391,b1433,1176,FALSE
YP_003044601.1,ECB_01392,b1434,537,FALSE
YP_003044602.1,ECB_01393,b1435,1962,FALSE
YP_003044603.1,ECB_01394,b1436,231,FALSE
YP_003044604.1,ECB_01395,b1438,438,FALSE
YP_003044605.1,ECB_01396,b1439,1407,FALSE
YP_003044606.1,ECB_01397,b1440,1146,FALSE
YP_003044607.1,ECB_01398,b1441,1014,FALSE
YP_003044608.1,ECB_01399,b1442,942,FALSE
YP_003044609.1,ECB_01400,b1443,795,FALSE
YP_003044610.1,ECB_01401,b1444,1425,FALSE
YP_003044611.1,ECB_01402,b1445,174,FALSE
YP_003044612.1,ECB_01403,b1446,234,FALSE
YP_003044613.1,ECB_01404,b1447,450,FALSE
YP_003044614.1,ECB_01405,b1448,519,FALSE
YP_003044615.1,ECB_01406,b1449,1038,FALSE
YP_003044616.1,ECB_01407,b1450,666,FALSE
YP_003044617.1,ECB_01408,b1451,2103,FALSE
YP_003044618.1,ECB_01409,b1452,1062,FALSE
YP_003044619.1,ECB_01410,b1453,1500,FALSE
YP_003044620.1,ECB_01411,b1454,618,FALSE
YP_003044621.1,ECB_01412,b1455,213,FALSE
YP_003044622.1,ECB_01413,NA,2127,FALSE
YP_003044623.1,ECB_01414,b1456,4224,FALSE
YP_003044624.1,ECB_01415,b1457,483,FALSE
YP_003044625.1,ECB_01416,b1458,747,FALSE
YP_003044626.1,ECB_01417,b1459,201,FALSE
YP_003044627.1,ECB_01418,b1460,792,FALSE
YP_003044628.1,ECB_01419,b1461,228,FALSE
YP_003044629.1,ECB_01420,b1462,570,FALSE
YP_003044630.1,ECB_01421,b1463,846,FALSE
YP_003044631.1,ECB_01423,b1465,681,FALSE
YP_003044632.1,ECB_01424,b1466,696,FALSE
YP_003044633.1,ECB_01425,b1467,1545,FALSE
YP_003044634.1,ECB_01426,b1468,3741,FALSE
YP_003044635.1,ECB_01427,b1469,1389,FALSE
YP_003044636.1,ECB_01428,b1470,336,FALSE
YP_003044637.1,ECB_01429,b1471,957,FALSE
YP_003044638.1,ECB_01430,b1472,291,FALSE
YP_003044639.1,ECB_01431,b1473,825,FALSE
YP_003044640.1,ECB_01432,b1474,3048,FALSE
YP_003044641.1,ECB_01433,b1475,885,FALSE
YP_003044642.1,ECB_01434,b1476,654,FALSE
YP_003044643.1,ECB_01435,b1477,363,FALSE
YP_003044644.1,ECB_01436,b1478,1011,FALSE
YP_003044645.1,ECB_01437,b1479,1698,FALSE
YP_003044646.1,ECB_01438,b1480,138,FALSE
YP_003044647.1,ECB_01439,b1481,216,FALSE
YP_003044648.1,ECB_01440,b1482,432,FALSE
YP_003044649.1,ECB_01441,b1483,927,FALSE
YP_003044650.1,ECB_01442,b1484,987,FALSE
YP_003044651.1,ECB_01443,b1485,897,FALSE
YP_003044652.1,ECB_01444,b1486,1023,FALSE
YP_003044653.1,ECB_01445,b1487,1551,FALSE
YP_003044654.1,ECB_01446,b1488,582,FALSE
YP_003044655.1,ECB_01447,b1489,2400,FALSE
YP_003044656.1,ECB_01448,b1490,1044,FALSE
YP_003044657.1,ECB_01449,b1491,1320,FALSE
YP_003044658.1,ECB_01450,b1492,1536,FALSE
YP_003044659.1,ECB_01451,b1493,1401,FALSE
YP_003044660.1,ECB_01452,b1494,2796,FALSE
YP_003044661.1,ECB_01453,b1495,2373,FALSE
YP_003044662.1,ECB_01454,b1496,1686,FALSE
YP_003044663.1,ECB_01455,b1497,1158,FALSE
YP_003044664.1,ECB_01456,b1498,1683,FALSE
YP_003044665.1,ECB_01457,b1499,762,FALSE
YP_003044666.1,ECB_01458,b1500,198,FALSE
YP_003044667.1,ECB_01459,b1501,2280,TRUE
YP_003044668.1,ECB_01460,b1502,915,FALSE
YP_003044669.1,ECB_01461,b1503,504,FALSE
YP_003044670.1,ECB_01462,b1504,531,FALSE
YP_003044671.1,ECB_01463,b1505,1149,FALSE
YP_003044672.1,ECB_01468,b1506,537,FALSE
YP_003044673.1,ECB_01469,b1507,1323,FALSE
YP_003044674.1,ECB_01470,b1508,267,FALSE
YP_003044675.1,ECB_01472,b1515,798,FALSE
YP_003044676.1,ECB_01473,b1516,1023,FALSE
YP_003044677.1,ECB_01474,b1517,876,FALSE
YP_003044678.1,ECB_01475,b1518,291,FALSE
YP_003044679.1,ECB_01476,b1519,759,FALSE
YP_003044680.1,ECB_01477,b1520,915,FALSE
YP_003044681.1,ECB_01478,b1521,1452,FALSE
YP_003044682.1,ECB_01479,b1522,948,FALSE
YP_003044683.1,ECB_01480,b1523,360,FALSE
YP_003044684.1,ECB_01481,b1524,927,FALSE
YP_003044685.1,ECB_01482,b1525,1389,FALSE
YP_003044686.1,ECB_01483,b1526,882,FALSE
YP_003044687.1,ECB_01484,b1527,1116,FALSE
YP_003044688.1,ECB_01485,b1528,1191,FALSE
YP_003044689.1,ECB_01486,b1529,666,FALSE
YP_003044690.1,ECB_01487,NA,285,FALSE
YP_003044691.1,ECB_01488,NA,321,FALSE
YP_003044692.1,ECB_01489,b1530,435,FALSE
YP_003044693.1,ECB_01490,b1531,384,FALSE
YP_003044694.1,ECB_01491,b1532,219,FALSE
YP_003044695.1,ECB_01492,b1533,900,FALSE
YP_003044696.1,ECB_01493,b1534,1188,FALSE
YP_003044697.1,ECB_01494,b1535,891,FALSE
YP_003044698.1,ECB_01495,b1536,393,FALSE
YP_003044699.1,ECB_01496,b1537,519,FALSE
YP_003044700.1,ECB_01497,b1538,2046,FALSE
YP_003044701.1,ECB_01498,b1539,747,FALSE
YP_003044702.1,ECB_01499,b1540,687,FALSE
YP_003044703.1,ECB_01500,b1541,204,FALSE
YP_003044704.1,ECB_01501,b1542,1461,FALSE
YP_003044705.1,ECB_01502,b1543,1284,FALSE
YP_003044706.1,ECB_01503,b1544,267,FALSE
YP_003044707.1,ECB_01504,b1545,591,FALSE
YP_003044708.1,ECB_01505,NA,294,FALSE
YP_003044709.1,ECB_01506,NA,705,FALSE
YP_003044710.1,ECB_01507,NA,282,FALSE
YP_003044711.1,ECB_01508,b1372,2379,FALSE
YP_003044712.1,ECB_01509,b1369-b1370,600,FALSE
YP_003044713.1,ECB_01510,NA,1320,FALSE
YP_003044714.1,ECB_01511,NA,309,FALSE
YP_003044715.1,ECB_01512,NA,867,FALSE
YP_003044716.1,ECB_01513,b0559,207,FALSE
YP_003044717.1,ECB_01514,b1550,174,FALSE
YP_003044718.1,ECB_01515,b1551,156,FALSE
YP_003044719.1,ECB_01516,NA,255,FALSE
YP_003044720.1,ECB_01517,b1552,213,FALSE
YP_003044721.1,ECB_01518,b1553,498,FALSE
YP_003044722.1,ECB_01519,b1554,534,FALSE
YP_003044723.1,ECB_01520,b1555,552,FALSE
YP_003044724.1,ECB_01521,b1556,216,FALSE
YP_003044725.1,ECB_01522,NA,714,FALSE
YP_003044726.1,ECB_01523,NA,723,FALSE
YP_003044727.1,ECB_01524,NA,309,FALSE
YP_003044728.1,ECB_01525,NA,867,FALSE
YP_003044729.1,ECB_01527,NA,525,FALSE
YP_003044730.1,ECB_01528,NA,381,FALSE
YP_003044731.1,ECB_01529,b1560,579,FALSE
YP_003044732.1,ECB_01530,NA,279,FALSE
YP_003044733.1,ECB_01531,b1561,252,FALSE
YP_003044734.1,ECB_01532,b1562,156,FALSE
YP_003044735.1,ECB_01533,NA,90,FALSE
YP_003044736.1,ECB_01534,NA,780,FALSE
YP_003044737.1,ECB_01535,NA,423,FALSE
YP_003044738.1,ECB_01536,NA,1020,FALSE
YP_003044739.1,ECB_01537,b1568,462,FALSE
YP_003044740.1,ECB_01538,NA,231,FALSE
YP_003044741.1,ECB_01539,NA,408,FALSE
YP_003044742.1,ECB_01540,NA,207,FALSE
YP_003044743.1,ECB_01541,NA,366,FALSE
YP_003044744.1,ECB_01542,NA,288,FALSE
YP_003044745.1,ECB_01543,b1575,189,FALSE
YP_003044746.1,ECB_01544,b1576,192,FALSE
YP_003044747.1,ECB_01545,b1577,2472,FALSE
YP_003044748.1,ECB_01546,NA,252,FALSE
YP_003044749.1,ECB_01549,b1580,1020,FALSE
YP_003044750.1,ECB_01550,b1581,1215,FALSE
YP_003044751.1,ECB_01551,b1582,327,TRUE
YP_003044752.1,ECB_01552,b1583,342,TRUE
YP_003044753.1,ECB_01553,b1584,561,TRUE
YP_003044754.1,ECB_01554,b1585,711,TRUE
YP_003044755.1,ECB_01555,b1586,306,FALSE
YP_003044756.1,ECB_01556,b1587,2427,FALSE
YP_003044757.1,ECB_01557,b1588,2424,FALSE
YP_003044758.1,ECB_01558,b1589,618,FALSE
YP_003044759.1,ECB_01559,b1590,855,FALSE
YP_003044760.1,ECB_01560,b1591,615,TRUE
YP_003044761.1,ECB_01561,b1592,1257,TRUE
YP_003044762.1,ECB_01562,b1593,696,TRUE
YP_003044763.1,ECB_01563,b1594,1221,TRUE
YP_003044764.1,ECB_01564,b1595,894,TRUE
YP_003044765.1,ECB_01565,b1596,1254,TRUE
YP_003044766.1,ECB_01566,b1597,309,FALSE
YP_003044767.1,ECB_01567,b1598,822,TRUE
YP_003044768.1,ECB_01568,b1599,330,TRUE
