locus_tag,gene,genome,mutator,dN,dS
ECB_03795,kdgT,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_04192,uxuB,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03256,envZ,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00290,codB,Ara-2_REL11035_subtracted,TRUE,3,0
ECB_00297,lacY,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03142,yhdL,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00299,lacI,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00116,yacH,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00117,acnB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00051,kefC,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02384,focB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00055,ksgA,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03140,trkA,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02225,yfcE,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03890,iclR,Ara-2_REL11035_subtracted,TRUE,2,0
ECB_02957,ygjT,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02388,hda,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00279,yahJ,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00270,betT,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03574,dgoT,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00275,yahE,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00274,yahD,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_04150,yis1,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00096,ftsZ,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02553,srlE,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03285,asd,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02415,pepB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02413,sseA,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02412,yfhM,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02411,pbpC,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01272,ymjA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03975,phnE,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01271,sapA,Ara-2_REL11035_subtracted,TRUE,2,0
ECB_03095,degS,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03258,greB,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03154,rpsE,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03310,rpoH,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03151,prlA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01378,trg,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01879,uvrY,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01012,ycdJ,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03275,glpG,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03270,malT,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03271,rtcA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_04002,cadA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03616,atpD,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00974,yccA,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_04006,dsbD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00879,ybjE,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03372,yhjG,Ara-2_REL11035_subtracted,TRUE,2,1
ECB_00877,hcr,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00875,ltaE,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03076,yhcC,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03077,gltB,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01084,yceD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01476,tam,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03380,yhjN,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03383,yhjR,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01571,pntB,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00476,cysS,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02073,sanA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00421,dnaX,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02079,mglB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03593,tnaB,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03209,yhfK,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03202,yheR,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02981,tdcE,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01494,ydeH,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03206,prkB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_04199,yjiH,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01238,trpE,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01797,ECB_01797,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02228,folX,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03040,secG,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00087,murF,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02211,nuoC,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03758,yihM,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02185,yfbJ,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_04041,hflK,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00154,yadQ,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_04228,hpaD,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_04229,hpaE,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00015,dnaJ,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_04223,hpaA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03891,metH,Ara-2_REL11035_subtracted,TRUE,2,1
ECB_02179,yfbE,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02670,recC,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02677,ptsP,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02676,lgt,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02910,ygiC,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02911,ygiD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02855,ECB_02855,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02854,ECB_02854,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02174,yfaX,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02329,yfeV,Ara-2_REL11035_subtracted,TRUE,2,0
ECB_00726,ECB_00726,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02459,recO,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00724,ybhJ,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02596,ispF,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00230,ykfJ,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00232,pepD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03108,mreD,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00239,proB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02324,cysU,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02454,yfhB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03658,rhlB,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02693,yqeG,Ara-2_REL11035_subtracted,TRUE,2,0
ECB_02565,ascF,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_04050,yjfK,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00652,kdpD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00123,gcd,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00122,cueO,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03618,atpA,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00129,yadE,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02357,ypfG,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03613,glmS,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02353,ypfE,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01291,ycjR,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01292,ycjS,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01837,aspS,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03844,argB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00426,hemH,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_04201,yjiJ,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00833,ECB_00833,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00837,ECB_00837,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00834,ECB_00834,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02528,ygaM,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03920,yjbM,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01206,ECB_01206,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02555,srlD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00338,yaiE,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03925,alr,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01201,narK,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03300,ugpE,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00335,aroL,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00884,macB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02641,sdaC,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00330,phoA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02936,dnaG,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00881,ybjD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03111,yhdA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01843,torZ,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02932,ttdB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00906,pflA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00902,ycaD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01649,sufS,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01445,yddS,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01441,yddO,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01114,ycfW,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02141,yojL,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02140,ada,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02145,rcsC,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01638,ydhT,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02148,atoD,Ara-2_REL11035_subtracted,TRUE,1,1
ECB_03880,zraS,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00887,clpA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03816,hslU,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02839,yghF,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03818,ftsN,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_04268,slt,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03536,insI,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02130,napB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02038,ECB_02038,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02132,napG,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02034,ECB_02034,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00333,proC,Ara-2_REL11035_subtracted,TRUE,2,0
ECB_02033,ECB_02033,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02365,ypfH,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02248,fabB,Ara-2_REL11035_subtracted,TRUE,1,1
ECB_04092,ytfN,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03662,rfe,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02363,dapE,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02714,xdhD,Ara-2_REL11035_subtracted,TRUE,0,2
ECB_02243,truA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02716,guaD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02241,accD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02710,ygfJ,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_04102,yjgA,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02392,purN,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02393,ppk,Ara-2_REL11035_subtracted,TRUE,1,1
ECB_00288,prpD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02395,yfgF,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01904,insD,Ara-2_REL11035_subtracted,TRUE,2,0
ECB_00043,caiA,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02882,yghB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02780,yggR,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00047,fixC,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00512,ECB_00512,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00199,gmhB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02620,ygcE,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02966,yqjC,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02789,yggL,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03718,udp,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02962,exuT,Ara-2_REL11035_subtracted,TRUE,0,2
ECB_03560,yidH,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03563,yidK,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01390,ydcM,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00302,mhpB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00263,ykgF,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02561,ygbD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00267,betA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00264,ykgG,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02564,ascG,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02405,yfgM,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02761,yggF,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02766,yggG,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01368,hrpA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01246,btuR,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01245,yciL,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01362,ydbD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03967,phnM,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01364,ynbB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01366,ynbD,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00608,nadD,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00609,holA,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00761,ybhF,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00760,ybhS,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00604,mrdA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00606,ybeB,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03280,glgP,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01809,pphA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02865,yghU,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01400,ydcV,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01805,yebT,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_00412,ybaJ,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01801,prc,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00416,kefA,Ara-2_REL11035_subtracted,TRUE,2,0
ECB_03367,treF,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_04035,yjeE,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03362,yhiV,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00865,artJ,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00780,ybiF,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03592,tnaA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00786,ybiS,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03248,mrcA,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03779,fdoG,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_00469,ylbE,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03913,plsB,Ara-2_REL11035_subtracted,TRUE,0,2
ECB_03446,selA,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_03445,selB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02060,yehY,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02064,pbpG,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01736,ansA,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_02068,yohGH,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01734,ydjA,Ara-2_REL11035_subtracted,TRUE,0,2
ECB_04103,pmbA,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02997,agaZ,Ara-2_REL11035_subtracted,TRUE,2,0
ECB_03211,pabA,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_02992,garP,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01894,amn,Ara-2_REL11035_subtracted,TRUE,0,2
ECB_01891,yeeJ,Ara-2_REL11035_subtracted,TRUE,1,1
ECB_03377,yhjK,Ara-2_REL11035_subtracted,TRUE,0,1
ECB_01898,nac,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01787,manX,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01022,phoH,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01021,ycdB,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_01026,ycdS,Ara-2_REL11035_subtracted,TRUE,1,0
ECB_03762,yihP,Ara-5_REL10947,FALSE,1,0
ECB_02153,yfaQ,Ara-5_REL10947,FALSE,1,0
ECB_03282,glgC,Ara-5_REL10947,FALSE,1,0
ECB_01825,pykA,Ara-5_REL10947,FALSE,1,0
ECB_02595,ygbO,Ara-5_REL10947,FALSE,1,0
ECB_00273,yahC,Ara-5_REL10947,FALSE,0,1
ECB_00929,ycbB,Ara-5_REL10947,FALSE,1,0
ECB_03208,crp,Ara-5_REL10947,FALSE,1,0
ECB_00800,yliE,Ara-5_REL10947,FALSE,1,0
ECB_01594,blr,Ara-5_REL10947,FALSE,1,0
ECB_01250,topA,Ara-5_REL10947,FALSE,1,0
ECB_03824,metJ,Ara-5_REL10947,FALSE,1,0
ECB_00002,thrA,Ara-5_REL10947,FALSE,1,0
ECB_01091,fabF,Ara-5_REL10947,FALSE,1,0
ECB_02901,ygiN,Ara-5_REL10947,FALSE,0,1
ECB_03913,plsB,Ara-5_REL10947,FALSE,1,0
ECB_02942,ygjG,Ara-5_REL10947,FALSE,1,0
ECB_02603,iap,Ara-5_REL10947,FALSE,1,0
ECB_01645,pykF,Ara-5_REL10947,FALSE,2,0
ECB_01015,ycdM,Ara-5_REL10947,FALSE,1,0
ECB_01917,yeeF,Ara-5_REL10947,FALSE,1,0
ECB_03270,malT,Ara-5_REL10947,FALSE,1,0
ECB_01954,cpsG,Ara-5_REL10947,FALSE,0,1
ECB_04266,nadR,Ara-5_REL10947,FALSE,1,0
ECB_03816,hslU,Ara-5_REL10947,FALSE,1,0
ECB_03156,rplF,Ara-5_REL10947,FALSE,1,0
ECB_01080,rne,Ara-5_REL10947,FALSE,1,0
ECB_00605,ybeA,Ara-5_REL10947,FALSE,1,0
ECB_01615,ydhK,Ara-5_REL10947,FALSE,1,0
ECB_03035,infB,Ara-5_REL10947,FALSE,1,0
ECB_01203,narH,Ara-5_REL10947,FALSE,1,0
ECB_03455,mtlD,Ara-5_REL10947,FALSE,1,0
ECB_03890,iclR,Ara-5_REL10947,FALSE,1,0
ECB_02852,ECB_02852,Ara-5_REL10947,FALSE,1,0
ECB_00606,ybeB,Ara-5_REL10947,FALSE,1,0
ECB_02364,ECB_02364,Ara+5_REL10982,FALSE,1,0
ECB_03906,malE,Ara+5_REL10982,FALSE,1,0
ECB_04039,hfq,Ara+5_REL10982,FALSE,1,0
ECB_04277,arcA,Ara+5_REL10982,FALSE,1,0
ECB_00165,glnD,Ara+5_REL10982,FALSE,1,0
ECB_04214,hsdS,Ara+5_REL10982,FALSE,2,0
ECB_00002,thrA,Ara+5_REL10982,FALSE,1,0
ECB_01091,fabF,Ara+5_REL10982,FALSE,1,0
ECB_02239,dedD,Ara+5_REL10982,FALSE,2,0
ECB_02667,recD,Ara+5_REL10982,FALSE,1,0
ECB_01236,trpC,Ara+5_REL10982,FALSE,0,1
ECB_03939,actP,Ara+5_REL10982,FALSE,1,0
ECB_00126,yadG,Ara+5_REL10982,FALSE,1,0
ECB_03156,rplF,Ara+5_REL10982,FALSE,1,0
ECB_03613,glmS,Ara+5_REL10982,FALSE,1,0
ECB_02062,bglX,Ara+5_REL10982,FALSE,1,0
ECB_03110,mreB,Ara+5_REL10982,FALSE,1,0
ECB_01645,pykF,Ara+5_REL10982,FALSE,2,0
ECB_03118,yhdG,Ara+5_REL10982,FALSE,1,0
ECB_00184,ldcC,Ara+5_REL10982,FALSE,0,1
ECB_03270,malT,Ara+5_REL10982,FALSE,1,0
ECB_00182,dnaE,Ara+5_REL10982,FALSE,1,0
ECB_00879,ybjE,Ara+5_REL10982,FALSE,1,0
ECB_04266,nadR,Ara+5_REL10982,FALSE,1,0
ECB_03816,hslU,Ara+5_REL10982,FALSE,1,0
ECB_00110,ampE,Ara+5_REL10982,FALSE,0,1
ECB_03890,iclR,Ara+5_REL10982,FALSE,1,0
ECB_01080,rne,Ara+5_REL10982,FALSE,1,0
ECB_00391,lon,Ara+5_REL10982,FALSE,1,0
ECB_03165,rpsC,Ara+5_REL10982,FALSE,1,0
ECB_02133,napA,Ara+5_REL10982,FALSE,0,1
ECB_03740,trkH,Ara+5_REL10982,FALSE,1,0
ECB_03124,acrF,Ara+5_REL10982,FALSE,1,0
ECB_02610,ygcM,Ara-4_REL10944,TRUE,1,0
ECB_02202,nuoM,Ara-4_REL10944,TRUE,1,0
ECB_02203,nuoL,Ara-4_REL10944,TRUE,1,0
ECB_02616,ygcS,Ara-4_REL10944,TRUE,1,0
ECB_02619,yqcE,Ara-4_REL10944,TRUE,1,0
ECB_00878,hcp,Ara-4_REL10944,TRUE,1,1
ECB_04196,yjiE,Ara-4_REL10944,TRUE,1,0
ECB_02195,elaC,Ara-4_REL10944,TRUE,0,1
ECB_03073,mtgA,Ara-4_REL10944,TRUE,0,1
ECB_02198,yfbM,Ara-4_REL10944,TRUE,1,0
ECB_01826,msbB,Ara-4_REL10944,TRUE,0,1
ECB_03071,ptsO,Ara-4_REL10944,TRUE,1,0
ECB_03828,katG,Ara-4_REL10944,TRUE,1,0
ECB_02295,ypdF,Ara-4_REL10944,TRUE,1,0
ECB_04216,hsdR,Ara-4_REL10944,TRUE,1,0
ECB_01536,ECB_01536,Ara-4_REL10944,TRUE,0,1
ECB_00002,thrA,Ara-4_REL10944,TRUE,1,0
ECB_03823,yiiX,Ara-4_REL10944,TRUE,0,1
ECB_02661,csdA,Ara-4_REL10944,TRUE,1,0
ECB_02106,rtn,Ara-4_REL10944,TRUE,2,0
ECB_02668,recB,Ara-4_REL10944,TRUE,2,0
ECB_01829,znuC,Ara-4_REL10944,TRUE,1,0
ECB_00226,dinB,Ara-4_REL10944,TRUE,0,1
ECB_04077,ytfA,Ara-4_REL10944,TRUE,1,0
ECB_02448,yfhK,Ara-4_REL10944,TRUE,0,1
ECB_02449,purL,Ara-4_REL10944,TRUE,0,1
ECB_00189,yaeQ,Ara-4_REL10944,TRUE,1,0
ECB_00639,ybfN,Ara-4_REL10944,TRUE,1,0
ECB_00186,tilS,Ara-4_REL10944,TRUE,1,0
ECB_02446,yfhA,Ara-4_REL10944,TRUE,1,0
ECB_02447,yfhG,Ara-4_REL10944,TRUE,1,0
ECB_00182,dnaE,Ara-4_REL10944,TRUE,2,0
ECB_04199,yjiH,Ara-4_REL10944,TRUE,1,0
ECB_02724,recJ,Ara-4_REL10944,TRUE,1,1
ECB_02688,ygeA,Ara-4_REL10944,TRUE,1,0
ECB_02726,xerD,Ara-4_REL10944,TRUE,0,1
ECB_02682,tas,Ara-4_REL10944,TRUE,2,0
ECB_03749,polA,Ara-4_REL10944,TRUE,0,1
ECB_00136,yadL,Ara-4_REL10944,TRUE,0,1
ECB_03626,mioC,Ara-4_REL10944,TRUE,2,1
ECB_03743,mobA,Ara-4_REL10944,TRUE,1,0
ECB_03745,yihE,Ara-4_REL10944,TRUE,1,0
ECB_04075,ECB_04075,Ara-4_REL10944,TRUE,1,0
ECB_03747,yihF,Ara-4_REL10944,TRUE,1,0
ECB_00987,ymcA,Ara-4_REL10944,TRUE,0,1
ECB_00984,yccC,Ara-4_REL10944,TRUE,2,0
ECB_01698,ydjN,Ara-4_REL10944,TRUE,0,1
ECB_00453,ybbB,Ara-4_REL10944,TRUE,1,0
ECB_01929,wzzB,Ara-4_REL10944,TRUE,1,0
ECB_01926,hisA,Ara-4_REL10944,TRUE,1,0
ECB_00350,proY,Ara-4_REL10944,TRUE,1,0
ECB_01925,hisH,Ara-4_REL10944,TRUE,1,0
ECB_03477,waaF,Ara-4_REL10944,TRUE,1,0
ECB_03467,secB,Ara-4_REL10944,TRUE,1,0
ECB_00822,ECB_00822,Ara-4_REL10944,TRUE,1,0
ECB_02530,nrdI,Ara-4_REL10944,TRUE,1,0
ECB_02438,yphD,Ara-4_REL10944,TRUE,1,0
ECB_02532,nrdF,Ara-4_REL10944,TRUE,1,0
ECB_02535,proX,Ara-4_REL10944,TRUE,2,0
ECB_02538,ygaH,Ara-4_REL10944,TRUE,1,0
ECB_01665,ydiP,Ara-4_REL10944,TRUE,1,0
ECB_03460,ECB_03460,Ara-4_REL10944,TRUE,1,0
ECB_01210,ychK,Ara-4_REL10944,TRUE,1,0
ECB_01215,adhE,Ara-4_REL10944,TRUE,1,0
ECB_03956,alsK,Ara-4_REL10944,TRUE,0,1
ECB_03951,fdhF,Ara-4_REL10944,TRUE,1,0
ECB_01605,gst,Ara-4_REL10944,TRUE,1,0
ECB_00732,ECB_00732,Ara-4_REL10944,TRUE,0,1
ECB_00733,ECB_00733,Ara-4_REL10944,TRUE,1,0
ECB_03520,ECB_03520,Ara-4_REL10944,TRUE,2,0
ECB_03958,alsC,Ara-4_REL10944,TRUE,0,1
ECB_04269,trpR,Ara-4_REL10944,TRUE,1,0
ECB_01918,yeeY,Ara-4_REL10944,TRUE,0,1
ECB_01076,flgI,Ara-4_REL10944,TRUE,0,1
ECB_01173,dhaM,Ara-4_REL10944,TRUE,0,1
ECB_01176,dhaR,Ara-4_REL10944,TRUE,0,1
ECB_00859,potF,Ara-4_REL10944,TRUE,0,1
ECB_03254,yhgE,Ara-4_REL10944,TRUE,0,1
