locus_tag,Protein_id,Salmonella_locus_tag,Salmonella_Protein_id
ECB_01439,YP_003044647.1,STM1564,NP_460523.1
ECB_01440,YP_003044648.1,STM1563,NP_460522.1
ECB_01446,YP_003044654.1,STM1599,NP_460558.1
ECB_01472,YP_003044675.1,STM4076,NP_462957.1
ECB_01473,YP_003044676.1,STM4077,NP_462958.1
ECB_01474,YP_003044677.1,STM4078,NP_462959.1
ECB_01477,YP_003044680.1,STM1527,NP_460487.1
ECB_01480,YP_003044683.1,STM1526,NP_460486.1
ECB_01481,YP_003044684.1,STM1525,NP_460485.1
ECB_01482,YP_003044685.1,STM1524,NP_460484.1
ECB_01483,YP_003044686.1,STM1523,NP_460483.1
ECB_01485,YP_003044688.1,STM1522,NP_460482.1
ECB_01486,YP_003044689.1,STM1521,NP_460481.1
ECB_01489,YP_003044692.1,STM1520,NP_460480.1
ECB_01491,YP_003044694.1,STM1518,NP_460478.1
ECB_01492,YP_003044695.1,STM1517,NP_460477.1
ECB_01493,YP_003044696.1,STM1516,NP_460476.1
ECB_01495,YP_003044698.1,STM1515,NP_460475.1
ECB_01496,YP_003044699.1,STM1514,NP_460474.1
ECB_01497,YP_003044700.1,STM1512,NP_460472.1
ECB_01498,YP_003044701.1,STM1511,NP_460471.1
ECB_01499,YP_003044702.1,STM1510,NP_460470.1
ECB_01500,YP_003044703.1,STM1509,NP_460469.1
ECB_01501,YP_003044704.1,STM1508,NP_460468.1
ECB_01518,YP_003044721.1,STM1869,NP_460825.1
ECB_01523,YP_003044726.1,STM1389,NP_460354.1
ECB_01549,YP_003044749.1,STM1506,NP_460466.1
ECB_01550,YP_003044750.1,STM1505,NP_460465.1
ECB_01551,YP_003044751.1,STM1504,NP_460464.1
ECB_01552,YP_003044752.1,STM1503,NP_460463.1
ECB_01553,YP_003044753.1,STM1502,NP_460462.1
ECB_01554,YP_003044754.1,STM1501,NP_460461.2
ECB_01555,YP_003044755.1,STM1500,NP_460460.1
ECB_01559,YP_003044759.1,STM1496,NP_460456.1
ECB_01560,YP_003044760.1,STM1495,NP_460455.1
ECB_01561,YP_003044761.1,STM1490,NP_460450.2
ECB_01562,YP_003044762.1,STM1489,NP_460449.1
ECB_01563,YP_003044763.1,STM1488,NP_460448.1
ECB_01564,YP_003044764.1,STM1487,NP_460447.1
ECB_01565,YP_003044765.1,STM1486,NP_460446.1
ECB_01567,YP_003044767.1,STM1484,NP_460444.1
ECB_01568,YP_003044768.1,STM1483,NP_460443.1
ECB_01569,YP_003044769.1,STM1482,NP_460442.1
ECB_01570,YP_003044770.1,STM1481,NP_460441.1
ECB_01571,YP_003044771.1,STM1480,NP_460440.1
ECB_01572,YP_003044772.1,STM1479,NP_460439.1
ECB_01573,YP_003044773.1,STM1478,NP_460438.1
ECB_01574,YP_003044774.1,STM1477,NP_460437.1
ECB_01576,YP_003044776.1,STM1476,NP_460436.1
ECB_01577,YP_003044777.1,STM1475,NP_460435.1
ECB_01578,YP_003044778.1,STM1471,NP_460432.1
ECB_01579,YP_003044779.1,STM1470,NP_460431.1
ECB_01580,YP_003044780.1,STM1469,NP_460430.1
ECB_01582,YP_003044782.1,STM1467,NP_460428.1
ECB_01583,YP_003044783.1,STM1466,NP_460427.1
ECB_01592,YP_003044792.1,STM1463,NP_460426.1
ECB_01596,YP_003044796.1,STM1460,NP_460423.1
ECB_01597,YP_003044797.1,STM1459,NP_460422.1
ECB_01598,YP_003044798.1,STM1458,NP_460421.1
ECB_01599,YP_003044799.1,STM1457,NP_460420.1
ECB_01600,YP_003044800.1,STM1456,NP_460419.1
ECB_01601,YP_003044801.1,STM1455,NP_460418.1
ECB_01602,YP_003044802.1,STM1454,NP_460417.1
ECB_01603,YP_003044803.1,STM1453,NP_460416.1
ECB_01604,YP_003044804.1,STM1452,NP_460415.1
ECB_01605,YP_003044805.1,STM1451,NP_460414.1
ECB_01606,YP_003044806.1,STM1450,NP_460413.1
ECB_01607,YP_003044807.1,STM1449,NP_460412.1
ECB_01608,YP_003044808.1,STM1448,NP_460411.1
ECB_01609,YP_003044809.1,STM1447,NP_460410.1
ECB_01610,YP_003044810.1,STM1446,NP_460409.1
ECB_01611,YP_003044811.1,STM1445,NP_460408.1
ECB_01612,YP_003044812.1,STM1444,NP_460407.2
ECB_01613,YP_003044813.1,STM1443,NP_460406.1
ECB_01614,YP_003044814.1,STM1442,NP_460405.1
ECB_01615,YP_003044815.1,STM1441,NP_460404.1
ECB_01616,YP_003044816.1,STM1440,NP_460403.1
ECB_01617,YP_003044817.1,STM1439,NP_460402.1
ECB_01618,YP_003044818.1,STM1438,NP_460401.1
ECB_01619,YP_003044819.1,STM1437,NP_460400.1
ECB_01620,YP_003044820.1,STM1436,NP_460399.1
ECB_01621,YP_003044821.1,STM1435,NP_460398.1
ECB_01622,YP_003044822.1,STM1434,NP_460397.1
ECB_01624,YP_003044824.1,STM1433,NP_460396.1
ECB_01625,YP_003044825.1,STM1432,NP_460395.1
ECB_01626,YP_003044826.1,STM1431,NP_460394.1
ECB_01629,YP_003044829.1,STM1430,NP_460393.1
ECB_01630,YP_003044830.1,STM1429,NP_460392.1
ECB_01631,YP_003044831.1,STM1428,NP_460391.1
ECB_01632,YP_003044832.1,STM1427,NP_460390.1
ECB_01633,YP_003044833.1,STM1426,NP_460389.1
ECB_01634,YP_003044834.1,STM1425,NP_460388.1
ECB_01636,YP_003044836.1,STM3461,NP_462364.1
ECB_01644,YP_003044844.1,STM1388,NP_460353.1
ECB_01645,YP_003044845.1,STM1378,NP_460343.1
ECB_01647,YP_003044847.1,STM1375,NP_460340.1
ECB_01648,YP_003044848.1,STM1374,NP_460339.1
ECB_01649,YP_003044849.1,STM1373,NP_460338.1
ECB_01650,YP_003044850.1,STM1372,NP_460337.1
ECB_01651,YP_003044851.1,STM1371,NP_460336.1
ECB_01652,YP_003044852.1,STM1370,NP_460335.1
ECB_01653,YP_003044853.1,STM1369,NP_460334.1
ECB_01654,YP_003044854.1,STM1367,NP_460332.1
ECB_01655,YP_003044855.1,STM1366,NP_460331.1
ECB_01656,YP_003044856.1,STM1365,NP_460330.1
ECB_01657,YP_003044857.1,STM1364,NP_460329.1
ECB_01658,YP_003044858.1,STM1362,NP_460328.1
ECB_01660,YP_003044859.1,STM1360,NP_460326.1
ECB_01661,YP_003044860.1,STM1359,NP_460325.1
ECB_01662,YP_003044861.1,STM1358,NP_460324.1
ECB_01664,YP_003044863.1,STM1356,NP_460322.1
ECB_01665,YP_003044864.1,STM1355,NP_460321.1
ECB_01666,YP_003044865.1,STM1354,NP_460320.1
ECB_01667,YP_003044866.1,STM1353,NP_460319.1
ECB_01668,YP_003044867.1,STM1352,NP_460318.1
ECB_01669,YP_003044868.1,STM1351,NP_460317.1
ECB_01670,YP_003044869.1,STM1350,NP_460316.1
ECB_01671,YP_003044870.1,STM1349,NP_460315.1
ECB_01672,YP_003044871.1,STM1348,NP_460314.1
ECB_01673,YP_003044872.1,STM1347,NP_460313.1
ECB_01675,YP_003044874.1,STM1345,NP_460311.1
ECB_01676,YP_003044875.1,STM1344,NP_460310.1
ECB_01677,YP_003044876.1,STM1343,NP_460309.1
ECB_01678,YP_003044877.1,STM1342,NP_460308.1
ECB_01679,YP_003044878.1,STM1341,NP_460307.1
ECB_01680,YP_003044879.1,STM1340,NP_460306.1
ECB_01681,YP_003044880.1,STM1339,NP_460305.1
ECB_01682,YP_003044881.1,STM1338,NP_460304.1
ECB_01683,YP_003044882.1,STM1337,NP_460303.1
ECB_01685,YP_003044884.1,STM1336,NP_460302.1
ECB_01686,YP_003044885.1,STM1335,NP_460301.1
ECB_01688,YP_003044887.1,STM1333,NP_460299.1
ECB_01691,YP_003044889.1,STM1327,NP_460293.1
ECB_01692,YP_003044890.1,STM1326,NP_460292.1
ECB_01693,YP_003044891.1,STM1325,NP_460291.1
ECB_01694,YP_003044892.1,STM1324,NP_460290.1
ECB_01695,YP_003044893.1,STM1323,NP_460289.1
ECB_01696,YP_003044894.1,STM1322,NP_460288.1
ECB_01697,YP_003044895.1,STM1321,NP_460287.2
ECB_01698,YP_003044896.1,STM1320,NP_460286.1
ECB_01700,YP_003044898.1,STM1319,NP_460285.1
ECB_01701,YP_003044899.1,STM1318,NP_460284.1
ECB_01702,YP_003044900.1,STM1317,NP_460283.1
ECB_01703,YP_003044901.1,STM1316,NP_460282.1
ECB_01704,YP_003044902.1,STM1315,NP_460281.1
ECB_01705,YP_003044903.1,STM1314,NP_460280.1
ECB_01706,YP_003044904.1,STM1313,NP_460279.1
ECB_01707,YP_003044905.1,STM1312,NP_460278.1
ECB_01708,YP_003044906.1,STM1311,NP_460277.1
ECB_01709,YP_003044907.1,STM1310,NP_460276.1
ECB_01710,YP_003044908.1,STM1309,NP_460275.1
ECB_01712,YP_003044910.1,STM1308,NP_460274.1
ECB_01713,YP_003044911.1,STM1307,NP_460273.1
ECB_01714,YP_003044912.1,STM1306,NP_460272.1
ECB_01715,YP_003044913.1,STM1305,NP_460271.1
ECB_01716,YP_003044914.1,STM1304,NP_460270.1
ECB_01717,YP_003044915.1,STM1303,NP_460269.1
ECB_01718,YP_003044916.1,STM1302,NP_460268.1
ECB_01728,YP_003044925.1,STM1301,NP_460267.1
ECB_01729,YP_003044926.1,STM1300,NP_460266.1
ECB_01730,YP_003044927.1,STM1299,NP_460265.1
ECB_01732,YP_003044929.1,STM1298,NP_460264.1
ECB_01733,YP_003044930.1,STM1297,NP_460263.1
ECB_01734,YP_003044931.1,STM1296,NP_460262.1
ECB_01735,YP_003044932.1,STM1295,NP_460261.1
ECB_01736,YP_003044933.1,STM1294,NP_460260.1
ECB_01737,YP_003044934.1,STM1293,NP_460259.1
ECB_01746,YP_003044943.1,STM1292,NP_460258.1
ECB_01747,YP_003044944.1,STM1291,NP_460257.1
ECB_01748,YP_003044945.1,STM1290,NP_460256.1
ECB_01749,YP_003044946.1,STM1289,NP_460255.1
ECB_01750,YP_003044947.1,STM1288,NP_460254.1
ECB_01751,YP_003044948.1,STM1286,NP_460252.1
ECB_01752,YP_003044949.1,STM1285,NP_460251.1
ECB_01753,YP_003044950.1,STM1284,NP_460250.1
ECB_01755,YP_003044952.1,STM1283,NP_460249.1
ECB_01756,YP_003044953.1,STM1282,NP_460248.1
ECB_01758,YP_003044955.1,STM1280,NP_460246.1
ECB_01759,YP_003044956.1,STM1279,NP_460245.1
ECB_01760,YP_003044957.1,STM1278,NP_460244.1
ECB_01761,YP_003044958.1,STM1277,NP_460243.1
ECB_01762,YP_003044959.1,STM1275,NP_460241.1
ECB_01764,YP_003044961.1,STM1274,NP_460240.1
ECB_01765,YP_003044962.1,STM1272,NP_460238.1
ECB_01766,YP_003044963.1,STM1271,NP_460237.1
ECB_01768,YP_003044965.1,STM1270,NP_460236.1
ECB_01774,YP_003044971.1,STM1817,NP_460773.1
ECB_01775,YP_003044972.1,STM1818,NP_460774.1
ECB_01776,YP_003044973.1,STM1819,NP_460775.1
ECB_01777,YP_003044974.1,STM1820,NP_460776.1
ECB_01778,YP_003044975.1,STM1821,NP_460777.1
ECB_01779,YP_003044976.1,STM1822,NP_460778.1
ECB_01780,YP_003044977.1,STM0327,NP_459322.1
ECB_01781,YP_003044978.1,STM1823,NP_460779.1
ECB_01782,YP_003044979.1,STM1824,NP_460780.1
ECB_01783,YP_003044980.1,STM1825,NP_460781.1
ECB_01786,YP_003044983.1,STM1828,NP_460784.1
ECB_01787,YP_003044984.1,STM1830,NP_460786.1
ECB_01788,YP_003044985.1,STM1831,NP_460787.1
ECB_01789,YP_003044986.1,STM1832,NP_460788.1
ECB_01790,YP_003044987.1,STM1833,NP_460789.1
ECB_01791,YP_003044988.1,STM1834,NP_460790.1
ECB_01792,YP_003044989.1,STM1835,NP_460791.1
ECB_01793,YP_003044990.1,STM1837,NP_460793.1
ECB_01795,YP_003044992.1,STM1839,NP_460795.1
ECB_01797,YP_003044994.1,STM1841,NP_460797.1
ECB_01798,YP_003044995.1,STM1842,NP_460798.1
ECB_01799,YP_003044996.1,STM1843,NP_460799.1
ECB_01800,YP_003044997.1,STM1844,NP_460800.1
ECB_01801,YP_003044998.1,STM1845,NP_460801.1
ECB_01802,YP_003044999.1,STM1846,NP_460802.1
ECB_01803,YP_003045000.1,STM1847,NP_460803.1
ECB_01804,YP_003045001.1,STM1848,NP_460804.1
ECB_01805,YP_003045002.1,STM1849,NP_460805.1
ECB_01806,YP_003045003.1,STM1850,NP_460806.1
ECB_01807,YP_003045004.1,STM1851,NP_460807.1
ECB_01808,YP_003045005.1,STM1852,NP_460808.1
ECB_01809,YP_003045006.1,STM1853,NP_460809.1
ECB_01810,YP_003045007.1,STM1873,NP_460830.1
ECB_01811,YP_003045008.1,STM1874,NP_460831.1
ECB_01812,YP_003045009.1,STM1875,NP_460832.1
ECB_01813,YP_003045010.1,STM1876,NP_460833.1
ECB_01814,YP_003045011.1,STM1877,NP_460834.1
ECB_01815,YP_003045012.1,STM1878,NP_460835.1
ECB_01816,YP_003045013.1,STM1879,NP_460836.1
ECB_01817,YP_003045014.1,STM1880,NP_460837.1
ECB_01818,YP_003045015.1,STM1881,NP_460838.1
ECB_01819,YP_003045016.1,STM1882,NP_460839.1
ECB_01820,YP_003045017.1,STM1883,NP_460840.1
ECB_01821,YP_003045018.1,STM1884,NP_460841.1
ECB_01822,YP_003045019.1,STM1885,NP_460842.1
ECB_01823,YP_003045020.1,STM1886,NP_460843.1
ECB_01824,YP_003045021.1,STM1887,NP_460844.1
ECB_01825,YP_003045022.1,STM1888,NP_460845.1
ECB_01826,YP_003045023.1,STM1889,NP_460846.1
ECB_01827,YP_003045024.1,STM1890,NP_460847.1
ECB_01828,YP_003045025.1,STM1891,NP_460848.2
ECB_01830,YP_003045027.1,STM1893,NP_460850.1
ECB_01831,YP_003045028.1,STM1894,NP_460851.1
ECB_01832,YP_003045029.1,STM1895,NP_460852.1
ECB_01833,YP_003045030.1,STM1897,NP_460854.1
ECB_01834,YP_003045031.1,STM1898,NP_460855.1
ECB_01835,YP_003045032.1,STM1899,NP_460856.1
ECB_01836,YP_003045033.1,STM1900,NP_460857.1
ECB_01837,YP_003045034.1,STM1901,NP_460858.1
ECB_01838,YP_003045035.1,STM1902,NP_460859.1
ECB_01839,YP_003045036.1,STM1903,NP_460860.1
ECB_01840,YP_003045037.1,STM1904,NP_460861.1
ECB_01841,YP_003045038.1,STM1905,NP_460862.1
ECB_01842,YP_003045039.1,STM1906,NP_460863.1
ECB_01846,YP_003045043.1,STM1908,NP_460865.1
ECB_01847,YP_003045044.1,STM1909,NP_460866.1
ECB_01849,YP_003045046.1,STM1912,NP_460869.1
ECB_01850,YP_003045047.1,STM1913,NP_460870.1
ECB_01851,YP_003045048.1,STM1914,NP_460871.1
ECB_01852,YP_003045049.1,STM1915,NP_460872.1
ECB_01853,YP_003045050.1,STM1916,NP_460873.1
ECB_01854,YP_003045051.1,STM1917,NP_460874.1
ECB_01855,YP_003045052.1,STM1918,NP_460875.1
ECB_01857,YP_003045054.1,STM1919,NP_460876.1
ECB_01858,YP_003045055.1,STM1920,NP_460877.1
ECB_01859,YP_003045056.1,STM1921,NP_460878.1
ECB_01860,YP_003045057.1,STM1922,NP_460879.1
ECB_01861,YP_003045058.1,STM1923,NP_460880.1
ECB_01863,YP_003045060.1,STM1925,NP_460882.1
ECB_01864,YP_003045061.1,STM1927,NP_460884.1
ECB_01865,YP_003045062.1,STM1928,NP_460885.1
ECB_01866,YP_003045063.1,STM1929,NP_460886.1
ECB_01870,YP_003045067.1,STM1932,NP_460888.1
ECB_01872,YP_003045069.1,STM1934,NP_460890.1
ECB_01873,YP_003045070.1,STM1935,NP_460891.1
ECB_01874,YP_003045071.1,STM1936,NP_460892.1
ECB_01875,YP_003045072.1,STM1937,NP_460893.1
ECB_01876,YP_003045073.1,STM1938,NP_460894.1
ECB_01877,YP_003045074.1,STM1945,NP_460898.1
ECB_01878,YP_003045075.1,STM1946,NP_460899.1
ECB_01879,YP_003045076.1,STM1947,NP_460900.1
ECB_01884,YP_003045081.1,STM1096,NP_460069.2
ECB_01885,YP_003045082.1,STM1097,NP_460070.1
ECB_01886,YP_003045083.1,STM3377,NP_462287.1
ECB_01887,YP_003045084.1,STM3378,NP_462288.1
ECB_01888,YP_003045085.1,STM1263,NP_460229.2
ECB_01889,YP_003045086.1,STM1253,NP_460220.1
ECB_01890,YP_003045087.1,STM2001,NP_460951.1
ECB_01893,YP_003045089.1,STM0212,NP_459217.1
ECB_01894,YP_003045090.1,STM2009,NP_460956.1
ECB_01895,YP_003045091.1,STM4499,NP_463358.2
ECB_01896,YP_003045092.1,STM2013,NP_460959.1
ECB_01899,YP_003045095.1,STM2015,NP_460960.1
ECB_01900,YP_003045096.1,STM2016,NP_460961.1
ECB_01901,YP_003045097.1,STM2017,NP_460962.1
ECB_01902,YP_003045098.1,STM2018,NP_460963.1
ECB_01910,YP_003045104.1,STM2059,NP_461004.1
ECB_01911,YP_003045105.1,STM2060,NP_461005.1
ECB_01912,YP_003045106.1,STM2061,NP_461006.1
ECB_01913,YP_003045107.1,STM2062,NP_461007.1
ECB_01914,YP_003045108.1,STM2067,NP_461012.1
ECB_01917,YP_003045111.1,STM2068,NP_461013.1
ECB_01918,YP_003045112.1,STM2069,NP_461014.1
ECB_01919,YP_003045113.1,STM2070,NP_461015.1
ECB_01921,YP_003045115.1,STM2071,NP_461016.1
ECB_01922,YP_003045116.1,STM2072,NP_461017.1
ECB_01923,YP_003045117.1,STM2073,NP_461018.1
ECB_01924,YP_003045118.1,STM2074,NP_461019.1
ECB_01925,YP_003045119.1,STM2075,NP_461020.2
ECB_01926,YP_003045120.1,STM2076,NP_461021.1
ECB_01927,YP_003045121.1,STM2077,NP_461022.1
ECB_01928,YP_003045122.1,STM2078,NP_461023.1
ECB_01929,YP_003045123.1,STM2079,NP_461024.1
ECB_01930,YP_003045124.1,STM2080,NP_461025.1
ECB_01931,YP_003045125.1,STM2081,NP_461026.1
ECB_01937,YP_003045131.1,STM2086,NP_461031.1
ECB_01944,YP_003045138.1,STM2094,NP_461039.1
ECB_01945,YP_003045139.1,STM2095,NP_461040.1
ECB_01946,YP_003045140.1,STM2096,NP_461041.1
ECB_01947,YP_003045141.1,STM2097,NP_461042.1
ECB_01948,YP_003045142.1,STM2098,NP_461043.1
ECB_01949,YP_003045143.1,STM2099,NP_461044.1
ECB_01950,YP_003045144.1,STM2100,NP_461045.1
ECB_01951,YP_003045145.1,STM2101,NP_461046.1
ECB_01952,YP_003045146.1,STM2102,NP_461047.1
ECB_01953,YP_003045147.1,STM2103,NP_461048.1
ECB_01956,YP_003045150.1,STM2106,NP_461051.1
ECB_01957,YP_003045151.1,STM2107,NP_461052.1
ECB_01958,YP_003045152.1,STM2108,NP_461053.1
ECB_01959,YP_003045153.1,STM2109,NP_461054.1
ECB_01960,YP_003045154.1,STM2110,NP_461055.1
ECB_01961,YP_003045155.1,STM2111,NP_461056.1
ECB_01962,YP_003045156.1,STM2112,NP_461057.1
ECB_01963,YP_003045157.1,STM2113,NP_461058.1
ECB_01964,YP_003045158.1,STM2114,NP_461059.1
ECB_01965,YP_003045159.1,STM2115,NP_461060.1
ECB_01967,YP_003045161.1,STM2117,NP_461062.1
ECB_01968,YP_003045162.1,STM2118,NP_461063.1
ECB_01969,YP_003045163.1,STM2119,NP_461064.1
ECB_01970,YP_003045164.1,STM2120,NP_461065.1
ECB_01971,YP_003045165.1,STM2121,NP_461066.1
ECB_01972,YP_003045166.1,STM2122,NP_461067.1
ECB_01973,YP_003045167.1,STM2123,NP_461068.1
ECB_01974,YP_003045168.1,STM2124,NP_461069.1
ECB_01975,YP_003045169.1,STM2125,NP_461070.1
ECB_01979,YP_003045173.1,STM2126,NP_461071.1
ECB_01982,YP_003045176.1,STM2129,NP_461074.1
ECB_01983,YP_003045177.1,STM2130,NP_461075.1
ECB_01984,YP_003045178.1,STM2131,NP_461076.1
ECB_01986,YP_003045180.1,STM2136,NP_461080.1
ECB_02015,YP_003045209.1,STM2140,NP_461084.1
ECB_02016,YP_003045210.1,STM3262,NP_462175.1
ECB_02017,YP_003045211.1,STM3261,NP_462174.1
ECB_02018,YP_003045212.1,STM3260,NP_462173.1
ECB_02019,YP_003045213.1,STM3259,NP_462172.1
ECB_02020,YP_003045214.1,STM3258,NP_462171.1
ECB_02025,YP_003045218.1,STM2141,NP_461085.1
ECB_02026,YP_003045219.1,STM2142,NP_461086.1
ECB_02027,YP_003045220.1,STM2143,NP_461087.1
ECB_02028,YP_003045221.1,STM2144,NP_461088.1
ECB_02029,YP_003045222.1,STM2145,NP_461089.1
ECB_02031,YP_003045224.1,STM2146,NP_461090.1
ECB_02032,YP_003045225.1,STM2147,NP_461091.1
ECB_02043,YP_003045236.1,STM2154,NP_461098.1
ECB_02044,YP_003045237.1,STM2155,NP_461099.1
ECB_02052,YP_003045245.1,STM2156,NP_461100.1
ECB_02053,YP_003045246.1,STM2157,NP_461102.1
ECB_02054,YP_003045247.1,STM2158,NP_461103.1
ECB_02055,YP_003045248.1,STM2159,NP_461104.1
ECB_02056,YP_003045249.1,STM2160,NP_461105.1
ECB_02058,YP_003045251.1,STM2162,NP_461107.1
ECB_02059,YP_003045252.1,STM2163,NP_461108.1
ECB_02060,YP_003045253.1,STM2164,NP_461109.1
ECB_02061,YP_003045254.1,STM2165,NP_461110.1
ECB_02062,YP_003045255.1,STM2166,NP_461111.1
ECB_02063,YP_003045256.1,STM2167,NP_461112.1
ECB_02064,YP_003045257.1,STM2168,NP_461113.1
ECB_02065,YP_003045258.1,STM2169,NP_461114.1
ECB_02066,YP_003045259.1,STM2170,NP_461115.1
ECB_02067,YP_003045260.1,STM2171,NP_461116.1
ECB_02068,YP_003045261.1,STM2172,NP_461117.1
ECB_02069,YP_003045262.1,STM2174,NP_461119.1
ECB_02070,YP_003045263.1,STM2181,NP_461126.1
ECB_02071,YP_003045264.1,STM2182,NP_461127.1
ECB_02072,YP_003045265.1,STM2183,NP_461128.1
ECB_02073,YP_003045266.1,STM2184,NP_461129.1
ECB_02074,YP_003045267.1,STM2185,NP_461130.1
ECB_02075,YP_003045268.1,STM2186,NP_461131.1
ECB_02076,YP_003045269.1,STM2187,NP_461132.1
ECB_02077,YP_003045270.1,STM2188,NP_461133.1
ECB_02078,YP_003045271.1,STM2189,NP_461134.1
ECB_02079,YP_003045272.1,STM2190,NP_461135.1
ECB_02080,YP_003045273.1,STM2191,NP_461136.1
ECB_02081,YP_003045274.1,STM2192,NP_461137.1
ECB_02082,YP_003045275.1,STM2193,NP_461138.1
ECB_02083,YP_003045276.1,STM2194,NP_461139.1
ECB_02084,YP_003045277.1,STM2199,NP_461144.1
ECB_02085,YP_003045278.1,STM2200,NP_461145.1
ECB_02086,YP_003045279.1,STM2201,NP_461146.1
ECB_02087,YP_003045280.1,STM2202,NP_461147.1
ECB_02088,YP_003045281.1,STM2203,NP_461148.1
ECB_02096,YP_003045289.1,STM2204,NP_461149.1
ECB_02097,YP_003045290.1,STM2205,NP_461150.1
ECB_02098,YP_003045291.1,STM2206,NP_461151.1
ECB_02099,YP_003045292.1,STM2207,NP_461152.1
ECB_02103,YP_003045296.1,STM2212,NP_461156.1
ECB_02104,YP_003045297.1,STM2213,NP_461157.1
ECB_02105,YP_003045298.1,STM2214,NP_461158.1
ECB_02106,YP_003045299.1,STM2215,NP_461159.1
ECB_02107,YP_003045300.1,STM2216,NP_461160.1
ECB_02108,YP_003045301.1,STM2217,NP_461161.1
ECB_02109,YP_003045302.1,STM2218,NP_461162.1
ECB_02110,YP_003045303.1,STM2219,NP_461163.1
ECB_02111,YP_003045304.1,STM2220,NP_461164.1
ECB_02112,YP_003045305.1,STM2221,NP_461165.1
ECB_02113,YP_003045306.1,STM2222,NP_461166.1
ECB_02114,YP_003045307.1,STM2223,NP_461167.1
ECB_02115,YP_003045308.1,STM2224,NP_461168.1
ECB_02116,YP_003045309.1,STM2226,NP_461170.1
ECB_02117,YP_003045310.1,STM2227,NP_461171.1
ECB_02118,YP_003045311.1,STM2228,NP_461172.1
ECB_02120,YP_003045313.1,STM2246,NP_461189.1
ECB_02129,YP_003045322.1,STM2255,NP_461198.1
ECB_02130,YP_003045323.1,STM2256,NP_461199.1
ECB_02131,YP_003045324.1,STM2257,NP_461200.1
ECB_02132,YP_003045325.1,STM2258,NP_461201.1
ECB_02133,YP_003045326.1,STM2259,NP_461202.1
ECB_02134,YP_003045327.1,STM2260,NP_461203.1
ECB_02135,YP_003045328.1,STM2261,NP_461204.1
ECB_02136,YP_003045329.1,STM2262,NP_461205.1
ECB_02138,YP_003045331.1,STM2263,NP_461206.1
ECB_02139,YP_003045332.1,STM2264,NP_461207.1
ECB_02140,YP_003045333.1,STM2265,NP_461208.1
ECB_02141,YP_003045334.1,STM2266,NP_461209.1
ECB_02142,YP_003045335.1,STM2267,NP_461210.1
ECB_02145,YP_003045338.1,STM2271,NP_461213.1
ECB_02157,YP_003045350.1,STM2272,NP_461214.1
ECB_02158,YP_003045351.1,STM2276,NP_461218.1
ECB_02160,YP_003045353.1,STM2277,NP_461219.1
ECB_02161,YP_003045354.1,STM2278,NP_461220.1
ECB_02162,YP_003045355.1,STM2279,NP_461221.1
ECB_02165,YP_003045358.1,STM2282,NP_461224.1
ECB_02166,YP_003045359.1,STM2283,NP_461225.1
ECB_02167,YP_003045360.1,STM2284,NP_461226.1
ECB_02168,YP_003045361.1,STM2285,NP_461227.1
ECB_02169,YP_003045362.1,STM2286,NP_461228.1
ECB_02171,YP_003045364.1,STM2289,NP_461231.1
ECB_02172,YP_003045365.1,STM2290,NP_461232.1
ECB_02173,YP_003045366.1,STM2291,NP_461233.1
ECB_02174,YP_003045367.1,STM2292,NP_461234.1
ECB_02175,YP_003045368.1,STM2293,NP_461235.1
ECB_02176,YP_003045369.1,STM2294,NP_461236.1
ECB_02177,YP_003045370.1,STM2295,NP_461237.1
ECB_02178,YP_003045371.1,STM2296,NP_461238.1
ECB_02179,YP_003045372.1,STM2297,NP_461239.2
ECB_02180,YP_003045373.1,STM2298,NP_461240.1
ECB_02181,YP_003045374.1,STM2299,NP_461241.1
ECB_02182,YP_003045375.1,STM2300,NP_461242.1
ECB_02183,YP_003045376.1,STM2301,NP_461243.1
ECB_02184,YP_003045377.1,STM2302,NP_461244.1
ECB_02185,YP_003045378.1,STM2303,NP_461245.1
ECB_02186,YP_003045379.1,STM2304,NP_461246.1
ECB_02187,YP_003045380.1,STM2305,NP_461247.1
ECB_02188,YP_003045381.1,STM2306,NP_461248.1
ECB_02189,YP_003045382.1,STM2307,NP_461249.1
ECB_02190,YP_003045383.1,STM2308,NP_461250.1
ECB_02191,YP_003045384.1,STM2309,NP_461251.1
ECB_02192,YP_003045385.1,STM2310,NP_461252.1
ECB_02193,YP_003045386.1,STM2311,NP_461253.2
ECB_02194,YP_003045387.1,STM2312,NP_461254.1
ECB_02195,YP_003045388.1,STM2313,NP_461255.1
ECB_02196,YP_003045389.1,STM2287,NP_461229.2
ECB_02202,YP_003045394.1,STM2317,NP_461259.1
ECB_02203,YP_003045395.1,STM2318,NP_461260.1
ECB_02204,YP_003045396.1,STM2319,NP_461261.1
ECB_02205,YP_003045397.1,STM2320,NP_461262.1
ECB_02206,YP_003045398.1,STM2321,NP_461263.1
ECB_02207,YP_003045399.1,STM2322,NP_461264.1
ECB_02209,YP_003045401.1,STM2324,NP_461266.1
ECB_02210,YP_003045402.1,STM2325,NP_461267.1
ECB_02211,YP_003045403.1,STM2326,NP_461268.1
ECB_02212,YP_003045404.1,STM2327,NP_461269.1
ECB_02213,YP_003045405.1,STM2328,NP_461270.1
ECB_02214,YP_003045406.1,STM2330,NP_461272.1
ECB_02215,YP_003045407.1,STM2331,NP_461273.1
