lcl|NC_012967.1_cdsid_YP_003047245.1	lcl|NC_003197.1_prot_NP_463288.1_4286
lcl|NC_012967.1_cdsid_YP_003044285.1	lcl|NC_003197.1_prot_NP_460143.1_1143
lcl|NC_012967.1_cdsid_YP_003044299.1	lcl|NC_003197.1_prot_YP_006892390.1_1157
lcl|NC_012967.1_cdsid_YP_003045799.1	lcl|NC_003197.1_prot_NP_461870.1_2868
lcl|NC_012967.1_cdsid_YP_003044905.1	lcl|NC_003197.1_prot_NP_460278.1_1282
lcl|NC_012967.1_cdsid_YP_003046735.1	lcl|NC_003197.1_prot_NP_462704.1_3702
lcl|NC_012967.1_cdsid_YP_003046069.1	lcl|NC_003197.1_prot_NP_462079.1_3079
lcl|NC_012967.1_cdsid_YP_003046576.1	lcl|NC_003197.1_prot_NP_462532.1_3532
lcl|NC_012967.1_cdsid_YP_003047040.1	lcl|NC_003197.1_prot_NP_463029.1_4027
lcl|NC_012967.1_cdsid_YP_003044368.1	lcl|NC_003197.1_prot_NP_459882.1_875
lcl|NC_012967.1_cdsid_YP_003044988.1	lcl|NC_003197.1_prot_NP_460790.1_1791
lcl|NC_012967.1_cdsid_YP_003047089.1	lcl|NC_003197.1_prot_NP_463105.1_4103
lcl|NC_012967.1_cdsid_YP_003044183.1	lcl|NC_003197.1_prot_NP_460048.1_1048
lcl|NC_012967.1_cdsid_YP_003043893.1	lcl|NC_003197.1_prot_NP_459714.1_704
lcl|NC_012967.1_cdsid_YP_003046124.1	lcl|NC_003197.1_prot_NP_462128.1_3128
lcl|NC_012967.1_cdsid_YP_003045236.1	lcl|NC_003197.1_prot_NP_461098.1_2097
lcl|NC_012967.1_cdsid_YP_003044021.1	lcl|NC_003197.1_prot_NP_459830.1_819
lcl|NC_012967.1_cdsid_YP_003043373.1	lcl|NC_003197.1_prot_NP_459191.1_187
lcl|NC_012967.1_cdsid_YP_003046383.1	lcl|NC_003197.1_prot_NP_462357.1_3358
lcl|NC_012967.1_cdsid_YP_003047221.1	lcl|NC_003197.1_prot_NP_463235.1_4234
lcl|NC_012967.1_cdsid_YP_003047380.1	lcl|NC_003197.1_prot_NP_463390.1_4385
lcl|NC_012967.1_cdsid_YP_003044836.1	lcl|NC_003197.1_prot_NP_462364.1_3365
lcl|NC_012967.1_cdsid_YP_003043844.1	lcl|NC_003197.1_prot_NP_459658.1_648
lcl|NC_012967.1_cdsid_YP_003045735.1	lcl|NC_003197.1_prot_NP_461747.1_2746
lcl|NC_012967.1_cdsid_YP_003047205.1	lcl|NC_003197.1_prot_NP_463218.1_4217
lcl|NC_012967.1_cdsid_YP_003046467.1	lcl|NC_003197.1_prot_NP_462439.1_3440
lcl|NC_012967.1_cdsid_YP_003046501.1	lcl|NC_003197.1_prot_NP_462477.1_3477
lcl|NC_012967.1_cdsid_YP_003043426.1	lcl|NC_003197.1_prot_NP_459250.1_246
lcl|NC_012967.1_cdsid_YP_003045037.1	lcl|NC_003197.1_prot_NP_460861.1_1860
lcl|NC_012967.1_cdsid_YP_003043583.1	lcl|NC_003197.1_prot_NP_459403.1_399
lcl|NC_012967.1_cdsid_YP_003045784.1	lcl|NC_003197.1_prot_NP_461849.1_2847
lcl|NC_012967.1_cdsid_YP_003044822.1	lcl|NC_003197.1_prot_NP_460397.1_1400
lcl|NC_012967.1_cdsid_YP_003045094.1	lcl|NC_003197.1_prot_NP_459677.1_667
lcl|NC_012967.1_cdsid_YP_003046371.1	lcl|NC_003197.1_prot_NP_462346.1_3347
lcl|NC_012967.1_cdsid_YP_003046327.1	lcl|NC_003197.1_prot_NP_462315.1_3316
lcl|NC_012967.1_cdsid_YP_003043272.1	lcl|NC_003197.1_prot_NP_459078.1_74
lcl|NC_012967.1_cdsid_YP_003047401.1	lcl|NC_003197.1_prot_NP_463405.1_4400
lcl|NC_012967.1_cdsid_YP_003046895.1	lcl|NC_003197.1_prot_NP_461712.1_2709
lcl|NC_012967.1_cdsid_YP_003044934.1	lcl|NC_003197.1_prot_NP_460259.1_1263
lcl|NC_012967.1_cdsid_YP_003043794.1	lcl|NC_003197.1_prot_NP_459599.1_591
lcl|NC_012967.1_cdsid_YP_003045739.1	lcl|NC_003197.1_prot_NP_461751.1_2750
lcl|NC_012967.1_cdsid_YP_003043994.1	lcl|NC_003197.1_prot_NP_459805.1_794
lcl|NC_012967.1_cdsid_YP_003044753.1	lcl|NC_003197.1_prot_NP_460462.1_1465
lcl|NC_012967.1_cdsid_YP_003047251.1	lcl|NC_003197.1_prot_NP_463260.1_4259
lcl|NC_012967.1_cdsid_YP_003043418.1	lcl|NC_003197.1_prot_NP_459244.1_240
lcl|NC_012967.1_cdsid_YP_003044040.1	lcl|NC_003197.1_prot_NP_461659.1_2658
lcl|NC_012967.1_cdsid_YP_003047068.1	lcl|NC_003197.1_prot_NP_463085.1_4083
lcl|NC_012967.1_cdsid_YP_003044832.1	lcl|NC_003197.1_prot_NP_460390.1_1393
lcl|NC_012967.1_cdsid_YP_003044991.1	lcl|NC_003197.1_prot_NP_460794.1_1795
lcl|NC_012967.1_cdsid_YP_003047404.1	lcl|NC_003197.1_prot_NP_463409.1_4404
lcl|NC_012967.1_cdsid_YP_003045254.1	lcl|NC_003197.1_prot_NP_461110.1_2109
lcl|NC_012967.1_cdsid_YP_003045495.1	lcl|NC_003197.1_prot_NP_461352.1_2352
lcl|NC_012967.1_cdsid_YP_003045824.1	lcl|NC_003197.1_prot_NP_461884.1_2883
lcl|NC_012967.1_cdsid_YP_003044611.1	lcl|NC_003197.1_prot_NP_460555.1_1558
lcl|NC_012967.1_cdsid_YP_003045882.1	lcl|NC_003197.1_prot_NP_462655.1_3655
lcl|NC_012967.1_cdsid_YP_003044439.1	lcl|NC_003197.1_prot_NP_460696.1_1698
lcl|NC_012967.1_cdsid_YP_003043999.1	lcl|NC_003197.1_prot_NP_459810.1_799
lcl|NC_012967.1_cdsid_YP_003047389.1	lcl|NC_003197.1_prot_NP_460076.1_1075
lcl|NC_012967.1_cdsid_YP_003046303.1	lcl|NC_003197.1_prot_NP_462294.1_3295
lcl|NC_012967.1_cdsid_YP_003045105.1	lcl|NC_003197.1_prot_NP_461005.1_2003
lcl|NC_012967.1_cdsid_YP_003046796.1	lcl|NC_003197.1_prot_NP_462768.1_3766
lcl|NC_012967.1_cdsid_YP_003047095.1	lcl|NC_003197.1_prot_NP_463110.1_4108
lcl|NC_012967.1_cdsid_YP_003047179.1	lcl|NC_003197.1_prot_NP_463190.1_4189
lcl|NC_012967.1_cdsid_YP_003043318.1	lcl|NC_003197.1_prot_NP_459131.1_127
lcl|NC_012967.1_cdsid_YP_003045050.1	lcl|NC_003197.1_prot_NP_460873.1_1872
lcl|NC_012967.1_cdsid_YP_003047033.1	lcl|NC_003197.1_prot_NP_463019.1_4017
lcl|NC_012967.1_cdsid_YP_003044914.1	lcl|NC_003197.1_prot_NP_460270.1_1274
lcl|NC_012967.1_cdsid_YP_003045035.1	lcl|NC_003197.1_prot_NP_460859.1_1858
lcl|NC_012967.1_cdsid_YP_003043702.1	lcl|NC_003197.1_prot_NP_459532.1_526
lcl|NC_012967.1_cdsid_YP_003044396.1	lcl|NC_003197.1_prot_NP_460737.2_1738
lcl|NC_012967.1_cdsid_YP_003046468.1	lcl|NC_003197.1_prot_NP_462440.1_3441
lcl|NC_012967.1_cdsid_YP_003046229.1	lcl|NC_003197.1_prot_NP_462208.1_3208
lcl|NC_012967.1_cdsid_YP_003044846.1	lcl|NC_003197.1_prot_NP_460342.1_1345
lcl|NC_012967.1_cdsid_YP_003047026.1	lcl|NC_003197.1_prot_NP_463011.1_4009
lcl|NC_012967.1_cdsid_YP_003043596.1	lcl|NC_003197.1_prot_NP_459419.1_414
lcl|NC_012967.1_cdsid_YP_003045643.1	lcl|NC_003197.1_prot_NP_461504.1_2503
lcl|NC_012967.1_cdsid_YP_003043963.1	lcl|NC_003197.1_prot_NP_459775.1_765
lcl|NC_012967.1_cdsid_YP_003045435.1	lcl|NC_003197.1_prot_NP_461310.1_2310
lcl|NC_012967.1_cdsid_YP_003043621.1	lcl|NC_003197.1_prot_NP_459450.1_444
lcl|NC_012967.1_cdsid_YP_003043435.1	lcl|NC_003197.1_prot_NP_459260.1_256
lcl|NC_012967.1_cdsid_YP_003047150.1	lcl|NC_003197.1_prot_NP_463154.1_4152
lcl|NC_012967.1_cdsid_YP_003043263.1	lcl|NC_003197.1_prot_NP_459054.1_50
lcl|NC_012967.1_cdsid_YP_003043384.1	lcl|NC_003197.1_prot_NP_459209.2_205
lcl|NC_012967.1_cdsid_YP_003043996.1	lcl|NC_003197.1_prot_NP_459807.1_796
lcl|NC_012967.1_cdsid_YP_003043353.1	lcl|NC_003197.1_prot_NP_459175.1_171
lcl|NC_012967.1_cdsid_YP_003043340.1	lcl|NC_003197.1_prot_NP_459155.1_151
lcl|NC_012967.1_cdsid_YP_003045635.1	lcl|NC_003197.1_prot_NP_461496.1_2495
lcl|NC_012967.1_cdsid_YP_003043888.1	lcl|NC_003197.1_prot_NP_459696.1_686
lcl|NC_012967.1_cdsid_YP_003046976.1	lcl|NC_003197.1_prot_NP_462945.1_3942
lcl|NC_012967.1_cdsid_YP_003046964.1	lcl|NC_003197.1_prot_NP_462929.1_3926
lcl|NC_012967.1_cdsid_YP_003043571.1	lcl|NC_003197.1_prot_NP_459389.1_385
lcl|NC_012967.1_cdsid_YP_003043569.1	lcl|NC_003197.1_prot_NP_459387.1_383
lcl|NC_012967.1_cdsid_YP_003043550.1	lcl|NC_003197.1_prot_NP_459370.2_366
lcl|NC_012967.1_cdsid_YP_003045007.1	lcl|NC_003197.1_prot_NP_460830.1_1829
lcl|NC_012967.1_cdsid_YP_003046690.1	lcl|NC_003197.1_prot_NP_462646.1_3646
lcl|NC_012967.1_cdsid_YP_003045329.1	lcl|NC_003197.1_prot_NP_461205.1_2204
lcl|NC_012967.1_cdsid_YP_003045403.1	lcl|NC_003197.1_prot_NP_461268.1_2267
lcl|NC_012967.1_cdsid_YP_003044826.1	lcl|NC_003197.1_prot_NP_460394.1_1397
lcl|NC_012967.1_cdsid_YP_003046074.1	lcl|NC_003197.1_prot_NP_462087.1_3088
lcl|NC_012967.1_cdsid_YP_003044326.1	lcl|NC_003197.1_prot_NP_460184.1_1186
lcl|NC_012967.1_cdsid_YP_003043709.1	lcl|NC_003197.1_prot_NP_459542.1_536
lcl|NC_012967.1_cdsid_YP_003047329.1	lcl|NC_003197.1_prot_NP_460577.1_1579
lcl|NC_012967.1_cdsid_YP_003046936.1	lcl|NC_003197.1_prot_NP_462898.1_3894
lcl|NC_012967.1_cdsid_YP_003043962.1	lcl|NC_003197.1_prot_NP_459774.1_764
lcl|NC_012967.1_cdsid_YP_003045753.1	lcl|NC_003197.1_prot_NP_461929.1_2929
lcl|NC_012967.1_cdsid_YP_003046433.1	lcl|NC_003197.1_prot_NP_462397.2_3398
lcl|NC_012967.1_cdsid_YP_003043377.1	lcl|NC_003197.1_prot_NP_459195.1_191
lcl|NC_012967.1_cdsid_YP_003044596.1	lcl|NC_003197.1_prot_NP_460568.1_1570
lcl|NC_012967.1_cdsid_YP_003046991.1	lcl|NC_003197.1_prot_NP_462974.1_3971
lcl|NC_012967.1_cdsid_YP_003043712.1	lcl|NC_003197.1_prot_NP_459548.1_542
lcl|NC_012967.1_cdsid_YP_003047396.1	lcl|NC_003197.1_prot_NP_463400.2_4395
lcl|NC_012967.1_cdsid_YP_003044322.1	lcl|NC_003197.1_prot_NP_460180.1_1182
lcl|NC_012967.1_cdsid_YP_003046750.1	lcl|NC_003197.1_prot_NP_462727.1_3725
lcl|NC_012967.1_cdsid_YP_003045313.1	lcl|NC_003197.1_prot_NP_461189.1_2188
lcl|NC_012967.1_cdsid_YP_003046381.1	lcl|NC_003197.1_prot_NP_462355.1_3356
lcl|NC_012967.1_cdsid_YP_003046724.1	lcl|NC_003197.1_prot_NP_462685.1_3684
lcl|NC_012967.1_cdsid_YP_003044078.1	lcl|NC_003197.1_prot_NP_459855.1_844
lcl|NC_012967.1_cdsid_YP_003046268.1	lcl|NC_003197.1_prot_NP_462247.1_3247
lcl|NC_012967.1_cdsid_YP_003045446.1	lcl|NC_003197.1_prot_NP_461326.1_2326
lcl|NC_012967.1_cdsid_YP_003044024.1	lcl|NC_003197.1_prot_NP_459840.1_829
lcl|NC_012967.1_cdsid_YP_003045768.1	lcl|NC_003197.1_prot_NP_461778.1_2777
lcl|NC_012967.1_cdsid_YP_003045516.1	lcl|NC_003197.1_prot_NP_461379.1_2380
lcl|NC_012967.1_cdsid_YP_003044140.1	lcl|NC_003197.1_prot_NP_459963.1_959
lcl|NC_012967.1_cdsid_YP_003046882.1	lcl|NC_003197.1_prot_NP_462850.1_3848
lcl|NC_012967.1_cdsid_YP_003043400.1	lcl|NC_003197.1_prot_NP_459225.1_221
lcl|NC_012967.1_cdsid_YP_003044350.1	lcl|NC_003197.1_prot_NP_460207.1_1209
lcl|NC_012967.1_cdsid_YP_003043652.1	lcl|NC_003197.1_prot_NP_459484.1_478
lcl|NC_012967.1_cdsid_YP_003044248.1	lcl|NC_003197.1_prot_NP_460106.1_1106
lcl|NC_012967.1_cdsid_YP_003045163.1	lcl|NC_003197.1_prot_NP_461064.1_2062
lcl|NC_012967.1_cdsid_YP_003043835.1	lcl|NC_003197.1_prot_NP_459650.1_640
lcl|NC_012967.1_cdsid_YP_003047225.1	lcl|NC_003197.1_prot_NP_463239.1_4238
lcl|NC_012967.1_cdsid_YP_003046579.1	lcl|NC_003197.1_prot_NP_462542.1_3542
lcl|NC_012967.1_cdsid_YP_003044171.1	lcl|NC_003197.1_prot_NP_460036.1_1036
lcl|NC_012967.1_cdsid_YP_003043605.1	lcl|NC_003197.1_prot_NP_459435.1_429
lcl|NC_012967.1_cdsid_YP_003043705.1	lcl|NC_003197.1_prot_NP_459537.1_531
lcl|NC_012967.1_cdsid_YP_003046389.1	lcl|NC_003197.1_prot_NP_462365.1_3366
lcl|NC_012967.1_cdsid_YP_003044852.1	lcl|NC_003197.1_prot_NP_460335.1_1338
lcl|NC_012967.1_cdsid_YP_003043474.1	lcl|NC_003197.1_prot_NP_460692.1_1694
lcl|NC_012967.1_cdsid_YP_003046397.1	lcl|NC_003197.1_prot_NP_462373.1_3374
lcl|NC_012967.1_cdsid_YP_003043933.1	lcl|NC_003197.1_prot_NP_459759.1_749
lcl|NC_012967.1_cdsid_YP_003044312.1	lcl|NC_003197.1_prot_NP_460170.1_1172
lcl|NC_012967.1_cdsid_YP_003043517.1	lcl|NC_003197.1_prot_NP_462243.1_3243
lcl|NC_012967.1_cdsid_YP_003045038.1	lcl|NC_003197.1_prot_NP_460862.1_1861
lcl|NC_012967.1_cdsid_YP_003043905.1	lcl|NC_003197.1_prot_NP_459723.1_713
lcl|NC_012967.1_cdsid_YP_003044780.1	lcl|NC_003197.1_prot_NP_460430.1_1433
lcl|NC_012967.1_cdsid_YP_003043802.1	lcl|NC_003197.1_prot_NP_459611.1_603
lcl|NC_012967.1_cdsid_YP_003044344.1	lcl|NC_003197.1_prot_NP_460200.1_1202
lcl|NC_012967.1_cdsid_YP_003046526.1	lcl|NC_003197.1_prot_NP_462492.1_3492
lcl|NC_012967.1_cdsid_YP_003045213.1	lcl|NC_003197.1_prot_NP_462172.1_3172
lcl|NC_012967.1_cdsid_YP_003043405.1	lcl|NC_003197.1_prot_NP_459230.1_226
lcl|NC_012967.1_cdsid_YP_003043586.1	lcl|NC_003197.1_prot_NP_459409.1_404
lcl|NC_012967.1_cdsid_YP_003047333.1	lcl|NC_003197.1_prot_NP_460573.1_1575
lcl|NC_012967.1_cdsid_YP_003046774.1	lcl|NC_003197.1_prot_NP_462750.2_3748
lcl|NC_012967.1_cdsid_YP_003044077.1	lcl|NC_003197.1_prot_NP_459854.1_843
lcl|NC_012967.1_cdsid_YP_003045977.1	lcl|NC_003197.1_prot_NP_462024.1_3024
lcl|NC_012967.1_cdsid_YP_003045600.1	lcl|NC_003197.1_prot_NP_461461.1_2460
lcl|NC_012967.1_cdsid_YP_003044493.1	lcl|NC_003197.1_prot_NP_460647.1_1648
lcl|NC_012967.1_cdsid_YP_003043334.1	lcl|NC_003197.1_prot_NP_459147.1_143
lcl|NC_012967.1_cdsid_YP_003046918.1	lcl|NC_003197.1_prot_NP_462875.1_3873
lcl|NC_012967.1_cdsid_YP_003043389.1	lcl|NC_003197.1_prot_NP_459214.1_210
lcl|NC_012967.1_cdsid_YP_003043443.1	lcl|NC_003197.1_prot_NP_459306.1_302
lcl|NC_012967.1_cdsid_YP_003044401.1	lcl|NC_003197.1_prot_NP_460732.1_1733
lcl|NC_012967.1_cdsid_YP_003044128.1	lcl|NC_003197.1_prot_NP_459951.1_947
lcl|NC_012967.1_cdsid_YP_003044197.1	lcl|NC_003197.1_prot_NP_460746.1_1747
lcl|NC_012967.1_cdsid_YP_003044809.1	lcl|NC_003197.1_prot_NP_460410.1_1413
lcl|NC_012967.1_cdsid_YP_003047397.1	lcl|NC_003197.1_prot_NP_463401.1_4396
lcl|NC_012967.1_cdsid_YP_003045383.1	lcl|NC_003197.1_prot_NP_461250.1_2249
lcl|NC_012967.1_cdsid_YP_003044379.1	lcl|NC_003197.1_prot_NP_460759.1_1760
lcl|NC_012967.1_cdsid_YP_003043284.1	lcl|NC_003197.1_prot_NP_459095.1_91
lcl|NC_012967.1_cdsid_YP_003046119.1	lcl|NC_003197.1_prot_NP_462123.1_3123
lcl|NC_012967.1_cdsid_YP_003045358.1	lcl|NC_003197.1_prot_NP_461224.1_2223
lcl|NC_012967.1_cdsid_YP_003046760.1	lcl|NC_003197.1_prot_NP_462737.1_3735
lcl|NC_012967.1_cdsid_YP_003046246.1	lcl|NC_003197.1_prot_NP_462224.1_3224
lcl|NC_012967.1_cdsid_YP_003045719.1	lcl|NC_003197.1_prot_NP_461732.1_2731
lcl|NC_012967.1_cdsid_YP_003044281.1	lcl|NC_003197.1_prot_NP_460139.1_1139
lcl|NC_012967.1_cdsid_YP_003047433.1	lcl|NC_003197.1_prot_NP_463443.1_4438
lcl|NC_012967.1_cdsid_YP_003047059.1	lcl|NC_003197.1_prot_NP_463048.1_4046
lcl|NC_012967.1_cdsid_YP_003043379.1	lcl|NC_003197.1_prot_NP_459197.1_193
lcl|NC_012967.1_cdsid_YP_003046970.1	lcl|NC_003197.1_prot_NP_462939.1_3936
lcl|NC_012967.1_cdsid_YP_003045926.1	lcl|NC_003197.1_prot_NP_461972.1_2973
lcl|NC_012967.1_cdsid_YP_003043891.1	lcl|NC_003197.1_prot_NP_459699.1_689
lcl|NC_012967.1_cdsid_YP_003045695.1	lcl|NC_003197.1_prot_NP_461616.1_2615
lcl|NC_012967.1_cdsid_YP_003043356.1	lcl|NC_003197.1_prot_NP_459178.1_174
lcl|NC_012967.1_cdsid_YP_003046614.1	lcl|NC_003197.1_prot_NP_462576.1_3576
lcl|NC_012967.1_cdsid_YP_003046990.1	lcl|NC_003197.1_prot_NP_462973.1_3970
lcl|NC_012967.1_cdsid_YP_003046814.1	lcl|NC_003197.1_prot_NP_462785.1_3783
lcl|NC_012967.1_cdsid_YP_003043371.1	lcl|NC_003197.1_prot_NP_459189.1_185
lcl|NC_012967.1_cdsid_YP_003047081.1	lcl|NC_003197.1_prot_NP_463097.1_4095
lcl|NC_012967.1_cdsid_YP_003046942.1	lcl|NC_003197.1_prot_NP_462904.2_3900
lcl|NC_012967.1_cdsid_YP_003043861.1	lcl|NC_003197.1_prot_NP_459680.1_670
lcl|NC_012967.1_cdsid_YP_003044415.1	lcl|NC_003197.1_prot_NP_460722.1_1723
lcl|NC_012967.1_cdsid_YP_003045734.1	lcl|NC_003197.1_prot_NP_461746.1_2745
lcl|NC_012967.1_cdsid_YP_003044148.1	lcl|NC_003197.1_prot_NP_459971.1_967
lcl|NC_012967.1_cdsid_YP_003044133.1	lcl|NC_003197.1_prot_NP_459956.1_952
lcl|NC_012967.1_cdsid_YP_003046405.1	lcl|NC_003197.1_prot_NP_462383.1_3384
lcl|NC_012967.1_cdsid_YP_003046765.1	lcl|NC_003197.1_prot_NP_462742.1_3740
lcl|NC_012967.1_cdsid_YP_003044220.1	lcl|NC_003197.1_prot_NP_460084.1_1083
lcl|NC_012967.1_cdsid_YP_003043634.1	lcl|NC_003197.1_prot_NP_459463.1_457
lcl|NC_012967.1_cdsid_YP_003047133.1	lcl|NC_003197.1_prot_NP_460889.1_1887
lcl|NC_012967.1_cdsid_YP_003047080.1	lcl|NC_003197.1_prot_NP_463096.1_4094
lcl|NC_012967.1_cdsid_YP_003046529.1	lcl|NC_003197.1_prot_NP_462495.1_3495
lcl|NC_012967.1_cdsid_YP_003044277.1	lcl|NC_003197.1_prot_NP_460135.1_1135
lcl|NC_012967.1_cdsid_YP_003043412.1	lcl|NC_003197.1_prot_NP_459237.1_233
lcl|NC_012967.1_cdsid_YP_003043992.1	lcl|NC_003197.1_prot_NP_459803.1_792
lcl|NC_012967.1_cdsid_YP_003046978.1	lcl|NC_003197.1_prot_NP_462963.1_3960
lcl|NC_012967.1_cdsid_YP_003047005.1	lcl|NC_003197.1_prot_NP_462990.1_3988
lcl|NC_012967.1_cdsid_YP_003046243.1	lcl|NC_003197.1_prot_NP_462221.1_3221
lcl|NC_012967.1_cdsid_YP_003046174.1	lcl|NC_003197.1_prot_NP_462160.1_3160
lcl|NC_012967.1_cdsid_YP_003046877.1	lcl|NC_003197.1_prot_NP_462845.1_3843
lcl|NC_012967.1_cdsid_YP_003047302.1	lcl|NC_003197.1_prot_NP_463344.1_4338
lcl|NC_012967.1_cdsid_YP_003045081.1	lcl|NC_003197.1_prot_NP_460069.2_1068
lcl|NC_012967.1_cdsid_YP_003044619.1	lcl|NC_003197.1_prot_NP_460543.1_1546
lcl|NC_012967.1_cdsid_YP_003044476.1	lcl|NC_003197.1_prot_NP_460659.1_1660
lcl|NC_012967.1_cdsid_YP_003043707.1	lcl|NC_003197.1_prot_NP_459540.1_534
lcl|NC_012967.1_cdsid_YP_003044421.1	lcl|NC_003197.1_prot_NP_460715.1_1716
lcl|NC_012967.1_cdsid_YP_003047122.1	lcl|NC_003197.1_prot_NP_463150.1_4148
lcl|NC_012967.1_cdsid_YP_003043700.1	lcl|NC_003197.1_prot_NP_459530.1_524
lcl|NC_012967.1_cdsid_YP_003043899.1	lcl|NC_003197.1_prot_NP_459717.1_707
lcl|NC_012967.1_cdsid_YP_003044998.1	lcl|NC_003197.1_prot_NP_460801.1_1802
lcl|NC_012967.1_cdsid_YP_003046824.1	lcl|NC_003197.1_prot_NP_462795.1_3793
lcl|NC_012967.1_cdsid_YP_003043368.1	lcl|NC_003197.1_prot_NP_459334.1_330
lcl|NC_012967.1_cdsid_YP_003046317.1	lcl|NC_003197.1_prot_NP_462305.1_3306
lcl|NC_012967.1_cdsid_YP_003045032.1	lcl|NC_003197.1_prot_NP_460856.1_1855
lcl|NC_012967.1_cdsid_YP_003046277.1	lcl|NC_003197.1_prot_NP_462256.1_3256
lcl|NC_012967.1_cdsid_YP_003046616.1	lcl|NC_003197.1_prot_NP_462578.1_3578
lcl|NC_012967.1_cdsid_YP_003044509.1	lcl|NC_003197.1_prot_NP_460643.2_1644
lcl|NC_012967.1_cdsid_YP_003047423.1	lcl|NC_003197.1_prot_NP_463433.1_4428
lcl|NC_012967.1_cdsid_YP_003046276.1	lcl|NC_003197.1_prot_NP_462255.1_3255
lcl|NC_012967.1_cdsid_YP_003046792.1	lcl|NC_003197.1_prot_NP_462764.1_3762
lcl|NC_012967.1_cdsid_YP_003046426.1	lcl|NC_003197.1_prot_NP_462390.1_3391
lcl|NC_012967.1_cdsid_YP_003045042.1	lcl|NC_003197.1_prot_NP_460864.1_1863
lcl|NC_012967.1_cdsid_YP_003047016.1	lcl|NC_003197.1_prot_NP_463001.1_3999
lcl|NC_012967.1_cdsid_YP_003044349.1	lcl|NC_003197.1_prot_NP_460205.1_1207
lcl|NC_012967.1_cdsid_YP_003046107.1	lcl|NC_003197.1_prot_NP_462115.1_3115
lcl|NC_012967.1_cdsid_YP_003047194.1	lcl|NC_003197.1_prot_NP_463205.1_4204
lcl|NC_012967.1_cdsid_YP_003044425.1	lcl|NC_003197.1_prot_NP_460711.1_1712
lcl|NC_012967.1_cdsid_YP_003043659.1	lcl|NC_003197.1_prot_NP_459491.1_485
lcl|NC_012967.1_cdsid_YP_003045961.1	lcl|NC_003197.1_prot_NP_462007.1_3007
lcl|NC_012967.1_cdsid_YP_003046460.1	lcl|NC_003197.1_prot_NP_462427.1_3428
lcl|NC_012967.1_cdsid_YP_003047223.1	lcl|NC_003197.1_prot_NP_463237.1_4236
lcl|NC_012967.1_cdsid_YP_003047426.1	lcl|NC_003197.1_prot_NP_463436.4_4431
lcl|NC_012967.1_cdsid_YP_003043453.1	lcl|NC_003197.1_prot_NP_459311.1_307
lcl|NC_012967.1_cdsid_YP_003046662.1	lcl|NC_003197.1_prot_NP_462616.1_3616
lcl|NC_012967.1_cdsid_YP_003045161.1	lcl|NC_003197.1_prot_NP_461062.1_2060
lcl|NC_012967.1_cdsid_YP_003045720.1	lcl|NC_003197.1_prot_NP_461733.1_2732
lcl|NC_012967.1_cdsid_YP_003044963.1	lcl|NC_003197.1_prot_NP_460237.1_1240
lcl|NC_012967.1_cdsid_YP_003046095.1	lcl|NC_003197.1_prot_NP_462103.1_3104
lcl|NC_012967.1_cdsid_YP_003044678.1	lcl|NC_003197.1_prot_NP_462960.2_3957
lcl|NC_012967.1_cdsid_YP_003045971.1	lcl|NC_003197.1_prot_NP_462018.1_3018
lcl|NC_012967.1_cdsid_YP_003043900.1	lcl|NC_003197.1_prot_NP_459718.1_708
lcl|NC_012967.1_cdsid_YP_003046064.1	lcl|NC_003197.1_prot_NP_462073.1_3073
lcl|NC_012967.1_cdsid_YP_003047155.1	lcl|NC_003197.1_prot_NP_463157.1_4155
lcl|NC_012967.1_cdsid_YP_003046797.1	lcl|NC_003197.1_prot_NP_462769.1_3767
lcl|NC_012967.1_cdsid_YP_003043890.1	lcl|NC_003197.1_prot_NP_459698.1_688
lcl|NC_012967.1_cdsid_YP_003043333.1	lcl|NC_003197.1_prot_NP_459146.1_142
lcl|NC_012967.1_cdsid_YP_003046856.1	lcl|NC_003197.1_prot_NP_462829.1_3827
lcl|NC_012967.1_cdsid_YP_003047273.1	lcl|NC_003197.1_prot_NP_463299.1_4293
lcl|NC_012967.1_cdsid_YP_003047375.1	lcl|NC_003197.1_prot_NP_463383.1_4378
lcl|NC_012967.1_cdsid_YP_003044795.1	lcl|NC_003197.1_prot_NP_460424.3_1427
lcl|NC_012967.1_cdsid_YP_003043512.1	lcl|NC_003197.1_prot_NP_459362.1_358
lcl|NC_012967.1_cdsid_YP_003045045.1	lcl|NC_003197.1_prot_NP_460095.1_1094
lcl|NC_012967.1_cdsid_YP_003045139.1	lcl|NC_003197.1_prot_NP_461040.1_2038
lcl|NC_012967.1_cdsid_YP_003046928.1	lcl|NC_003197.1_prot_NP_462886.1_3883
lcl|NC_012967.1_cdsid_YP_003044639.1	lcl|NC_003197.1_prot_NP_460530.2_1533
lcl|NC_012967.1_cdsid_YP_003043572.1	lcl|NC_003197.1_prot_NP_459390.1_386
lcl|NC_012967.1_cdsid_YP_003043338.1	lcl|NC_003197.1_prot_NP_459151.1_147
lcl|NC_012967.1_cdsid_YP_003044345.1	lcl|NC_003197.1_prot_NP_460201.1_1203
lcl|NC_012967.1_cdsid_YP_003044052.1	lcl|NC_003197.1_prot_NP_461649.1_2648
lcl|NC_012967.1_cdsid_YP_003043460.1	lcl|NC_003197.1_prot_NP_459314.1_311
lcl|NC_012967.1_cdsid_YP_003044007.1	lcl|NC_003197.1_prot_NP_459819.1_808
